,Apartments
430,https://list.am/en/item/17447080
431,https://list.am/en/item/12150216
432,https://list.am/en/item/17034249
433,https://list.am/en/item/17357799
434,https://list.am/en/item/17599219
435,https://list.am/en/item/14270010
436,https://list.am/en/item/16120012
437,https://list.am/en/item/17190926
438,https://list.am/en/item/15108755
439,https://list.am/en/item/17839815
440,https://list.am/en/item/17927465
441,https://list.am/en/item/17622456
442,https://list.am/en/item/16880299
443,https://list.am/en/item/14069883
444,https://list.am/en/item/13385192
445,https://list.am/en/item/17116917
446,https://list.am/en/item/8022601
447,https://list.am/en/item/13535394
448,https://list.am/en/item/16186654
449,https://list.am/en/item/13305872
450,https://list.am/en/item/17464772
451,https://list.am/en/item/15818774
452,https://list.am/en/item/15246393
453,https://list.am/en/item/12546828
454,https://list.am/en/item/18047996
455,https://list.am/en/item/17141208
456,https://list.am/en/item/17868262
457,https://list.am/en/item/17722506
458,https://list.am/en/item/14424225
459,https://list.am/en/item/17612355
460,https://list.am/en/item/17730994
461,https://list.am/en/item/18028215
462,https://list.am/en/item/17918679
463,https://list.am/en/item/14444909
464,https://list.am/en/item/13468697
465,https://list.am/en/item/15132294
466,https://list.am/en/item/16185822
467,https://list.am/en/item/10914653
468,https://list.am/en/item/16941932
469,https://list.am/en/item/16764886
470,https://list.am/en/item/17499670
471,https://list.am/en/item/17987104
472,https://list.am/en/item/17607030
473,https://list.am/en/item/17664453
474,https://list.am/en/item/17593491
475,https://list.am/en/item/17352582
476,https://list.am/en/item/14398124
477,https://list.am/en/item/17497350
478,https://list.am/en/item/17998385
479,https://list.am/en/item/17561053
480,https://list.am/en/item/14989260
481,https://list.am/en/item/17929438
482,https://list.am/en/item/16675696
483,https://list.am/en/item/17806900
484,https://list.am/en/item/17833465
485,https://list.am/en/item/17409096
486,https://list.am/en/item/18063755
487,https://list.am/en/item/13660230
488,https://list.am/en/item/14450541
489,https://list.am/en/item/16480652
490,https://list.am/en/item/17887263
491,https://list.am/en/item/18060832
492,https://list.am/en/item/15129836
493,https://list.am/en/item/17196753
494,https://list.am/en/item/17558610
495,https://list.am/en/item/14478367
496,https://list.am/en/item/13860397
497,https://list.am/en/item/17848229
498,https://list.am/en/item/17070953
499,https://list.am/en/item/16635280
500,https://list.am/en/item/17177006
501,https://list.am/en/item/17267379
502,https://list.am/en/item/17568737
503,https://list.am/en/item/15375210
504,https://list.am/en/item/17961872
505,https://list.am/en/item/16800902
506,https://list.am/en/item/14654900
507,https://list.am/en/item/16860163
508,https://list.am/en/item/14169908
509,https://list.am/en/item/18024864
510,https://list.am/en/item/17975569
511,https://list.am/en/item/13462049
512,https://list.am/en/item/14878683
513,https://list.am/en/item/17180107
514,https://list.am/en/item/14078335
515,https://list.am/en/item/14755410
516,https://list.am/en/item/14083761
517,https://list.am/en/item/17345642
518,https://list.am/en/item/18078505
519,https://list.am/en/item/14759155
520,https://list.am/en/item/12980394
521,https://list.am/en/item/17709297
522,https://list.am/en/item/12447502
523,https://list.am/en/item/17542443
524,https://list.am/en/item/16686165
525,https://list.am/en/item/14450826
526,https://list.am/en/item/13569345
527,https://list.am/en/item/14110129
528,https://list.am/en/item/15561364
529,https://list.am/en/item/17380873
530,https://list.am/en/item/18064005
531,https://list.am/en/item/17905488
532,https://list.am/en/item/15176138
533,https://list.am/en/item/12697005
534,https://list.am/en/item/17971782
535,https://list.am/en/item/18002338
536,https://list.am/en/item/17689781
537,https://list.am/en/item/13056178
538,https://list.am/en/item/16565845
539,https://list.am/en/item/17354374
540,https://list.am/en/item/15545199
541,https://list.am/en/item/17542328
542,https://list.am/en/item/17247853
543,https://list.am/en/item/15561486
544,https://list.am/en/item/9505232
545,https://list.am/en/item/17389559
546,https://list.am/en/item/14856020
547,https://list.am/en/item/17504927
548,https://list.am/en/item/17851307
549,https://list.am/en/item/16120341
550,https://list.am/en/item/17359276
551,https://list.am/en/item/17815177
552,https://list.am/en/item/13418301
553,https://list.am/en/item/17605277
554,https://list.am/en/item/10607010
555,https://list.am/en/item/17738641
556,https://list.am/en/item/17454391
557,https://list.am/en/item/18045033
558,https://list.am/en/item/17577075
559,https://list.am/en/item/17904557
560,https://list.am/en/item/13617711
561,https://list.am/en/item/15486755
562,https://list.am/en/item/16258095
563,https://list.am/en/item/11957857
564,https://list.am/en/item/14297561
565,https://list.am/en/item/17605257
566,https://list.am/en/item/16517255
567,https://list.am/en/item/15333318
568,https://list.am/en/item/17722498
569,https://list.am/en/item/17912399
570,https://list.am/en/item/17433101
571,https://list.am/en/item/15534928
572,https://list.am/en/item/17590956
573,https://list.am/en/item/17031930
574,https://list.am/en/item/17239065
575,https://list.am/en/item/17882244
576,https://list.am/en/item/17678707
577,https://list.am/en/item/17287083
578,https://list.am/en/item/15294370
579,https://list.am/en/item/16192396
580,https://list.am/en/item/15759015
581,https://list.am/en/item/17984885
582,https://list.am/en/item/13621540
583,https://list.am/en/item/16677026
584,https://list.am/en/item/16191600
585,https://list.am/en/item/17577713
586,https://list.am/en/item/12090391
587,https://list.am/en/item/15494166
588,https://list.am/en/item/17121896
589,https://list.am/en/item/17913703
590,https://list.am/en/item/17707947
591,https://list.am/en/item/14276901
592,https://list.am/en/item/17758114
593,https://list.am/en/item/15957099
594,https://list.am/en/item/14694619
595,https://list.am/en/item/15888400
596,https://list.am/en/item/18005538
597,https://list.am/en/item/15053850
598,https://list.am/en/item/18056782
599,https://list.am/en/item/17546684
600,https://list.am/en/item/14983925
601,https://list.am/en/item/12698463
602,https://list.am/en/item/18049602
603,https://list.am/en/item/16938675
604,https://list.am/en/item/17713071
605,https://list.am/en/item/18043430
606,https://list.am/en/item/13553245
607,https://list.am/en/item/15504844
608,https://list.am/en/item/17287440
609,https://list.am/en/item/15486418
610,https://list.am/en/item/17692135
611,https://list.am/en/item/17033274
612,https://list.am/en/item/16906586
613,https://list.am/en/item/12478633
614,https://list.am/en/item/17641601
615,https://list.am/en/item/17541939
616,https://list.am/en/item/16991615
617,https://list.am/en/item/14162269
618,https://list.am/en/item/12830608
619,https://list.am/en/item/14701765
620,https://list.am/en/item/17659569
621,https://list.am/en/item/17511403
622,https://list.am/en/item/17674007
623,https://list.am/en/item/17755548
624,https://list.am/en/item/14078198
625,https://list.am/en/item/15111044
626,https://list.am/en/item/17465040
627,https://list.am/en/item/17694994
628,https://list.am/en/item/17940892
629,https://list.am/en/item/13824383
630,https://list.am/en/item/17318670
631,https://list.am/en/item/16793145
632,https://list.am/en/item/16687132
633,https://list.am/en/item/17445857
634,https://list.am/en/item/18044499
635,https://list.am/en/item/15049210
636,https://list.am/en/item/18060945
637,https://list.am/en/item/14990043
638,https://list.am/en/item/17547864
639,https://list.am/en/item/17693441
640,https://list.am/en/item/17847745
641,https://list.am/en/item/17368554
642,https://list.am/en/item/14794418
643,https://list.am/en/item/17673281
644,https://list.am/en/item/17831462
645,https://list.am/en/item/17559389
646,https://list.am/en/item/14214569
647,https://list.am/en/item/11840857
648,https://list.am/en/item/17399446
649,https://list.am/en/item/17998119
650,https://list.am/en/item/14086057
651,https://list.am/en/item/14101260
652,https://list.am/en/item/17203061
653,https://list.am/en/item/18075435
654,https://list.am/en/item/14615124
655,https://list.am/en/item/11129436
656,https://list.am/en/item/18077578
657,https://list.am/en/item/12619291
658,https://list.am/en/item/15481626
659,https://list.am/en/item/17387241
660,https://list.am/en/item/15077515
661,https://list.am/en/item/13887914
662,https://list.am/en/item/12576963
663,https://list.am/en/item/17960842
664,https://list.am/en/item/17612243
665,https://list.am/en/item/17239011
666,https://list.am/en/item/15290048
667,https://list.am/en/item/17720280
668,https://list.am/en/item/17948331
669,https://list.am/en/item/17401778
670,https://list.am/en/item/18064131
671,https://list.am/en/item/15501735
672,https://list.am/en/item/12859603
673,https://list.am/en/item/17752131
674,https://list.am/en/item/17547839
675,https://list.am/en/item/16797393
676,https://list.am/en/item/17622408
677,https://list.am/en/item/15691875
678,https://list.am/en/item/15333217
679,https://list.am/en/item/13916995
680,https://list.am/en/item/17512431
681,https://list.am/en/item/18047317
682,https://list.am/en/item/14375021
683,https://list.am/en/item/18037320
684,https://list.am/en/item/17644758
685,https://list.am/en/item/16801652
686,https://list.am/en/item/13191219
687,https://list.am/en/item/17071097
688,https://list.am/en/item/17238931
689,https://list.am/en/item/16125954
690,https://list.am/en/item/16662390
691,https://list.am/en/item/18034507
692,https://list.am/en/item/12857852
693,https://list.am/en/item/17546596
694,https://list.am/en/item/16276752
695,https://list.am/en/item/15480066
696,https://list.am/en/item/17846789
697,https://list.am/en/item/14818785
698,https://list.am/en/item/17473928
699,https://list.am/en/item/12302822
700,https://list.am/en/item/12655910
701,https://list.am/en/item/17896423
702,https://list.am/en/item/17685767
703,https://list.am/en/item/13551861
704,https://list.am/en/item/14897606
705,https://list.am/en/item/17990951
706,https://list.am/en/item/17622221
707,https://list.am/en/item/12828070
708,https://list.am/en/item/14729036
709,https://list.am/en/item/17850212
710,https://list.am/en/item/16886125
711,https://list.am/en/item/14070776
712,https://list.am/en/item/18023142
713,https://list.am/en/item/17617527
714,https://list.am/en/item/17229331
715,https://list.am/en/item/17132493
716,https://list.am/en/item/16905933
717,https://list.am/en/item/17802625
718,https://list.am/en/item/16017825
719,https://list.am/en/item/12974121
720,https://list.am/en/item/17586065
721,https://list.am/en/item/17980040
722,https://list.am/en/item/17842663
723,https://list.am/en/item/17673996
724,https://list.am/en/item/14751299
725,https://list.am/en/item/14606590
726,https://list.am/en/item/16833742
727,https://list.am/en/item/17940973
728,https://list.am/en/item/18055092
729,https://list.am/en/item/17718691
730,https://list.am/en/item/12694827
731,https://list.am/en/item/15373181
732,https://list.am/en/item/15270199
733,https://list.am/en/item/18012969
734,https://list.am/en/item/13092376
735,https://list.am/en/item/14151653
736,https://list.am/en/item/13848081
737,https://list.am/en/item/16829951
738,https://list.am/en/item/17023042
739,https://list.am/en/item/17700014
740,https://list.am/en/item/17324736
741,https://list.am/en/item/13552088
742,https://list.am/en/item/17433127
743,https://list.am/en/item/15030502
744,https://list.am/en/item/17979256
745,https://list.am/en/item/14441191
746,https://list.am/en/item/18014182
747,https://list.am/en/item/9385324
748,https://list.am/en/item/12567532
749,https://list.am/en/item/17967393
750,https://list.am/en/item/14034818
751,https://list.am/en/item/17910835
752,https://list.am/en/item/17199406
753,https://list.am/en/item/18023542
754,https://list.am/en/item/13963575
755,https://list.am/en/item/17452696
756,https://list.am/en/item/18057946
757,https://list.am/en/item/15317702
758,https://list.am/en/item/18078285
759,https://list.am/en/item/17319189
760,https://list.am/en/item/16978038
761,https://list.am/en/item/16946483
762,https://list.am/en/item/17522843
763,https://list.am/en/item/16527094
764,https://list.am/en/item/18044038
765,https://list.am/en/item/17973662
766,https://list.am/en/item/17664151
767,https://list.am/en/item/18059571
768,https://list.am/en/item/12757479
769,https://list.am/en/item/17822283
770,https://list.am/en/item/13101211
771,https://list.am/en/item/17871658
772,https://list.am/en/item/9740575
773,https://list.am/en/item/17038827
774,https://list.am/en/item/12033150
775,https://list.am/en/item/13258791
776,https://list.am/en/item/17899161
777,https://list.am/en/item/17853949
778,https://list.am/en/item/17641898
779,https://list.am/en/item/16945945
780,https://list.am/en/item/18049659
781,https://list.am/en/item/16720909
782,https://list.am/en/item/13487567
783,https://list.am/en/item/17806867
784,https://list.am/en/item/15855660
785,https://list.am/en/item/13199906
786,https://list.am/en/item/18057599
787,https://list.am/en/item/17179076
788,https://list.am/en/item/18009963
789,https://list.am/en/item/17781516
790,https://list.am/en/item/15328345
791,https://list.am/en/item/17382041
792,https://list.am/en/item/17206678
793,https://list.am/en/item/18037311
794,https://list.am/en/item/12018420
795,https://list.am/en/item/16950279
796,https://list.am/en/item/15493353
797,https://list.am/en/item/17721558
798,https://list.am/en/item/13409411
799,https://list.am/en/item/18066006
800,https://list.am/en/item/17882739
801,https://list.am/en/item/17559367
802,https://list.am/en/item/18068288
803,https://list.am/en/item/13415135
804,https://list.am/en/item/17927241
805,https://list.am/en/item/16701765
806,https://list.am/en/item/17665818
807,https://list.am/en/item/17685843
808,https://list.am/en/item/17433230
809,https://list.am/en/item/13935458
810,https://list.am/en/item/16920317
811,https://list.am/en/item/17532965
812,https://list.am/en/item/16443986
813,https://list.am/en/item/17904309
814,https://list.am/en/item/14803247
815,https://list.am/en/item/16351132
816,https://list.am/en/item/17817624
817,https://list.am/en/item/12863034
818,https://list.am/en/item/14852335
819,https://list.am/en/item/12425492
820,https://list.am/en/item/12552849
821,https://list.am/en/item/14053318
822,https://list.am/en/item/17556093
823,https://list.am/en/item/17158622
824,https://list.am/en/item/17313166
825,https://list.am/en/item/12706189
826,https://list.am/en/item/14374807
827,https://list.am/en/item/17624497
828,https://list.am/en/item/16981240
829,https://list.am/en/item/17848414
830,https://list.am/en/item/17930835
831,https://list.am/en/item/17979484
832,https://list.am/en/item/17650474
833,https://list.am/en/item/18068298
834,https://list.am/en/item/17465558
835,https://list.am/en/item/18049608
836,https://list.am/en/item/17673618
837,https://list.am/en/item/17247912
838,https://list.am/en/item/17477235
839,https://list.am/en/item/18023122
840,https://list.am/en/item/17632083
841,https://list.am/en/item/16207851
842,https://list.am/en/item/17557684
843,https://list.am/en/item/13558116
844,https://list.am/en/item/13351233
845,https://list.am/en/item/18060993
846,https://list.am/en/item/17038466
847,https://list.am/en/item/17608748
848,https://list.am/en/item/13841057
849,https://list.am/en/item/18053050
850,https://list.am/en/item/15468680
851,https://list.am/en/item/18002599
852,https://list.am/en/item/17821712
853,https://list.am/en/item/10731769
854,https://list.am/en/item/17151103
855,https://list.am/en/item/17070154
856,https://list.am/en/item/17484258
857,https://list.am/en/item/12956803
858,https://list.am/en/item/17899088
859,https://list.am/en/item/17646240
860,https://list.am/en/item/14873496
861,https://list.am/en/item/14828600
862,https://list.am/en/item/16534413
863,https://list.am/en/item/17598237
864,https://list.am/en/item/17636241
865,https://list.am/en/item/14570618
866,https://list.am/en/item/16727890
867,https://list.am/en/item/16737992
868,https://list.am/en/item/16529106
869,https://list.am/en/item/13279282
870,https://list.am/en/item/13652234
871,https://list.am/en/item/15367459
872,https://list.am/en/item/17238801
873,https://list.am/en/item/17287517
