Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For General Purpose,1200 sq.m.,Artsakh › Stepanakert,"1,500,000 ֏",AMD,"Продаётся земельный участок площадью 1200 кв метров. Сарин тах кочвох тахамасум, чуть выше павильона (живые и мёртвые) Есть постоянная вода, свет рядом.",Nov-25-2022_00-27,,https://list.am/en/item/18167252
For Residential Development,1100 sq.m.,Artsakh › Stepanakert,"$10,500",USD,"Продается участок в Степанакерте. Район Нор-Ареш. Площадь участка - 1100 кв. М. (11 соток) Свет и вода есть по улице. Канализацию и газ уже проводят.Хорошее расположение участка. Участок угловой (соседи только с 2 сторон)Я - хозяин. В городе не нахожусь. Прошу обращаться по любому из мессенжеров: Вайбер, телеграм, вотсап или пишите на электронный адрес: mihail.kiev@gmail.com. Если договоримся - свяжу Вас с родственником. Он живет в Степанакерте и у него генеральная доверенность от меня - с ним все оформите за 1 час.Фото прилагаются. Видео участка - Участок в Степанакерте. 1100 кв. м. ",Nov-25-2022_00-27,,https://list.am/en/item/15651667
For Public Buildings,720 sq.m.,Artsakh › Stepanakert,"7,000,000 ֏",AMD,"The area is located on the right side of the intersection of Hasanabat and Balujja, going down from Stepanakert. It can be used for moika-kalonka and similar purposes. The frontal length of the land with asphalt is approximately 35g. It is M.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/15816318
For General Purpose,1500 sq.m.,Artsakh › Stepanakert,"$22,500",USD,"A plot of land of 1500 square meters is for sale in Ajapnyak district. There is a greenhouse of 150 square meters, a house on the land. There is also GAS, LIGHT, WATER. The land is fenced. It is also exchanged for a car, or I will listen to other exchange options. NEGOTIABLETranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/18246775
For Residential Development,850 sq.m.,Artsakh › Stepanakert,"1,500,000 ֏",AMD,Address V. Barepashti street. Permanent water is available. It is possible to exchange with a car.Translated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/16419921
For Residential Development,800 sq.m.,"Vachagan Barepasht street, Stepanakert","$5,000",USD,"The land is now used as a garden, there are many kinds of fruit trees, such as grapes.Permanent water is available, a meter is installed.The road passes by.There is an opportunity for the buyer to increase 700s 700/800 sq. M. Մ.By investing some money, it can be used as a recreation area, it is an ideal place.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17829252
For Residential Development,1200 sq.m.,Artsakh › Stepanakert,"$6,800",USD,"It has water, electricity, barn, trees, to build a house, you can build two houses. There is a possibility of a large pig barn with space for 200 chickens and 10 pigs. 600 sq. MBlack soil planted with trees. Do not call without connection 1100 sq. M. Also compared to the price with an automatic car in exchange.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17316313
For Residential Development,804 sq.m.,Artsakh › Stepanakert,"4,100,000 ֏",AMD,It has a construction permit and necessary building materials.Translated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/17993317
For Residential Development,2000 sq.m.,Artsakh › Askeran,"$4,000",USD,"A plot of land near the house in Ivanyan village (Artsakh) 2000 square meters, half-built house... Gas, water, electricity. Attached to the area... Exchange for a carTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/16588718
For General Purpose,"47,000 sq.m.",Artsakh › Stepanakert,"$20,000",USD,"3 hectares, water, light, gas.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/16510430
For Residential Development,1500 sq.m.,Artsakh › Stepanakert,"$5,000",USD,There are fruit trees in the neighborhood of Aresh District.Translated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/18180566
For Public Buildings,1125 sq.m.,Artsakh › Askeran,"$11,000",USD,"Հողատարածքը գտնվում է օդանավակայանի դիմաց։ Ոնի շին․ թույտվություն, հոսանքի թույլվություն, կոյուղի։",Nov-25-2022_00-27,,https://list.am/en/item/17780598
For General Purpose,926 sq.m.,Artsakh › Stepanakert,"5,000,000 ֏",AMD,"Own land with an area of 926 m is for sale (the area can be expanded)The area is located in the city of Stepanakert, Ac. At 8 Yenikolopov Lane.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/18312943
For General Purpose,450 sq.m.,Artsakh › Stepanakert,"$60,000",USD,"Продается автомойка, на 4 поста, 2 поста уже функционируют самым современным оборудованием, каждый бокс 50 кв. М, длина бокса 9метров, ширина 5.5м, + второй этаж 200кв. М, общая площадь участка 450 кв. М. , второй этаж под гостиницу или кафе, ресторан, размер территории от 450кв до 1300кв метров цена от 60.000$ до 100.000$",Nov-25-2022_00-27,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/15473783
For General Purpose,1310 sq.m.,"Vachagan Barepasht street, Stepanakert","$12,000",USD,"A half-built building is for sale. In Stepanakert, there is permanent water and electricity in the area. The foundation of the building is intended for 3 floors, the construction project is available. The dimensions of the building are 10 m * 10 m. The size of the land is 1310 square meters.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/16998026
For Residential Development,790 sq.m.,"Aleksey Hekimyan street 3b, Stepanakert","3,400,000 ֏",AMD,"The plot of land is located on the right side, on the first line with a length of about 60 lines/m, a residential area is being built next to it, it is possible to use it for public or residential purposes, it is possible to exchange it for the equivalent of a car, or with an additional fee from me or you.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/18187862
For Residential Development,1200 sq.m.,Artsakh › Stepanakert,"1,500,000 ֏",AMD,"Urgent land for sale in Aresh district, behind Grandpa Grandpa, next to it, water, light, near the sewer area.The plot needs planning,Has a candidacyTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/16030955
For General Purpose,4000 sq.m.,Artsakh › Stepanakert,"$60,000",USD,"Продаётся земельный участок ч двухэтажным строением. Общая площадь 4000м. Два свидетельсва: Одно по документам кафе, второе земля 3000м с разрешением на строительство 375кв. М. Есть проект под зону отдыха! Цена договорная! Также возможна аренда!",Nov-25-2022_00-27,,https://list.am/en/item/17171579
For Residential Development,1500 sq.m.,Artsakh › Stepanakert,"2,000,000 ֏",AMD,"The land is located in Hasanabad, in a new district, 100 meters away from water, electricity and gas.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17699932
For Public Buildings,730 sq.m.,Artsakh › Stepanakert,"$11,000",USD,"Land for sale in Stepanakert.The total land area is 730 square meters. Մ.The land is located below Grandpa and Grandpa, near the bridge ЖD.The terrain is flatAll the utilities are available: Gas, electricity, drinking water, irrigation water.Suitable for both agricultural and business use (for example, car wash, recreation area, etc.)Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17782718
For Residential Development,1200 sq.m.,"Nor Aresh 7th street, Yerevan","10,000,000 ֏",AMD,Участок новый нее стройки не забора.По остальным вопросам звоните.,Nov-25-2022_00-27,,https://list.am/en/item/17693809
For General Purpose,1160 sq.m.,"Vachagan Barepasht street, Stepanakert","$5,000",USD,Located in a nearby areaTranslated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/17925453
Agricultural,"16,000 sq.m.",Artsakh › Askeran,"5,435,111 ֏",AMD,12-year-old mature pomegranate tree irrigated garden near Askeran townTranslated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/17980066
Agricultural,1600 sq.m.,Artsakh › Askeran,"2,151,511 ֏",AMD,"The area is very suitable for a recreation area, it is located on the Stepanakert-Vank highway, in the Teytag section of Mektishen village, 200 meters from the highway, in the water supply section.Translated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17936799
For Public Buildings,1000 sq.m.,Artsakh › Stepanakert,"5,000,000 ֏",AMD,Aresh 19/2. Near Aresh bus stop. It is possible to change as a neighbor.Translated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/17014437
For Residential Development,1500 sq.m.,Artsakh › Stepanakert,"$5,000",USD,"Продается земельный участок размерами (25х56) -1500кв. М. Все коммуникации (Вода, свет и газ) находятся в шаговой доступности. Рядом родниковая вода. Асфальтовая дорога в 50м от участка. Рядом с участком обустроенные жилые дома. По улице Пирумяна...",Nov-25-2022_00-27,,https://list.am/en/item/16200766
For General Purpose,1288 sq.m.,Artsakh › Stepanakert,"3,500,000 ֏",AMD,The price is negotiable. The plot of land is for mixed development.Translated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/18153642
For General Purpose,1200 sq.m.,Artsakh › Stepanakert,"1,500,000 ֏",AMD,"Продаётся земельный участок площадью 1200 кв метров. Сарин тах кочвох тахамасум, чуть выше павильона (живые и мёртвые) Есть постоянная вода, свет рядом.",Nov-25-2022_00-27,,https://list.am/en/item/18154686
For Residential Development,1000 sq.m.,"A. Arackelyan street, Stepanakert","5,000,000 ֏",AMD,"В участке есть постоянная вода, проведена канализация, около участка находится электролиния и линия газа",Nov-25-2022_00-27,,https://list.am/en/item/16869808
For Residential Development,2000 sq.m.,Artsakh › Stepanakert,"$10,000",USD,Возможен обмен на автомобиль.,Nov-25-2022_00-27,,https://list.am/en/item/17617450
Agricultural,9700 sq.m.,"Tumanyan street, Yerevan","7,000,000 ֏",AMD,"7 minutes away from Stepanakert, Krasni village Privatized, plenty of water, gas -. Light lines attachedTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/18104764
Agricultural,"17,000 sq.m.",Artsakh › Askeran,"900,000 ֏",AMD,It is located in the area of Enora villageTranslated from Armenian,Nov-25-2022_00-27,,https://list.am/en/item/10985910
For General Purpose,1250 sq.m.,Artsakh › Askeran,"$8,000",USD,"Land for sale in Malu-balu. There are 50 + fruit trees, greenhouse, permanent water, toilet and gazebo. Exchange for a carTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/18135276
For General Purpose,1500 sq.m.,Artsakh › Stepanakert,"$5,000",USD,"Land for saleThe total land area is 1500 square meters. Մ.The terrain is flatNot far from Krasni (200 m right from the road)According to the documents, near the house.200 m away from the area Water and ElectricityIt is beautiful from the area. StepanakertTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/16998903
Agricultural,2000 sq.m.,"Bryusov street, Stepanakert","2,300,000 ֏",AMD,"The land is located near the river bank, call for detailsTranslated from Armenian",Nov-25-2022_00-27,,https://list.am/en/item/17364717
For Residential Development,1150 sq.m.,"Tigran Mets Avenue, Stepanakert","16,000,000 ֏",AMD,На территории построена беседка. Проведены коммунальные удобства.Փոխանակում,Dec-15-2022_22-00,,https://list.am/en/item/18413670
For Residential Development,2200 sq.m.,Artsakh › Askeran,"3,000,000 ֏",AMD,"Land for sale, orchard, land for building a house, the price is negotiable.For details, call the phone number of Karabakh, Nentsela will definitely not viber in Ashkhhat. Do not call the first number. Very URGENT, URGENT. I have pictures, I will send them.Translated from Armenian",Dec-15-2022_22-00,,https://list.am/en/item/18547256
For Residential Development,1200 sq.m.,Artsakh › Stepanakert,"2,000,000 ֏",AMD,The land is located in Aresh district. Details by phoneTranslated from Armenian,Dec-15-2022_22-00,,https://list.am/en/item/18496647
For Residential Development,890 sq.m.,Artsakh › Askeran,"1,500,000 ֏",AMD,Land for sale urgently. Ready with 2 foundations. Call in case of questionsTranslated from Armenian,Dec-15-2022_22-00,,https://list.am/en/item/18508139
