Type,Land Area,Address,Price,Currency,Description,Datetime,Links,Service Lines
Agricultural,1250 sq.m.,Shirak › Hovuni,"$3,000",USD,"The land was cultivated, you can also sow potatoes, carrots, cabbage.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17695954,
For Residential Development,2000 sq.m.,Shirak › Mayisyan,"$13,000",USD,"Продаю Земельный участок с недостроем! Есть подвальное помещение,хорошее местоположение, вода, электричество и газ во двореЕсть Фруктовые деревья.Отлично подойдет для строительство дома и дачи, для тех кто любит тишину, покой, свежий воздухЦена окончательная торга нет, пишите и звоните на whatsapp",Nov-25-2022_01-05,https://list.am/en/item/17205279,
Agricultural,"30,000 sq.m.",Shirak › Byurakn,"$6,000",USD,3 ha of arable land with water is for sale. It is located in the area adjacent to the central highway. It is also suitable for establishing a greenhouse economy.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17534159,
For Public Buildings,85 sq.m.,"Улица Аветика Исаакяна 4Г, Гюмри","$8,000",USD,Прадается участок в раене текстил. Находется перед закритым бассеином. Имеется разришение на строителство. Вазможно обмен с автомобилом,Nov-25-2022_01-05,https://list.am/en/item/17965976,
For Public Buildings,400 sq.m.,Shirak › Gyumri,"$22,000",USD,For more information callTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/15876215,
For General Purpose,1260 sq.m.,Shirak › Azatan,"$4,000",USD,For more information callTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/15876227,
For Residential Development,1000 sq.m.,"P.Sevak St, Գյումրի","$4,500",USD,Land near the house with fruit trees in Mayisyan village.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17266390,
For Public Buildings,180 sq.m.,"Mazmanyan Street, Gyumri","$20,000",USD,"An area in the center of the city is for sale. Suitable for residential building and service facility construction.For details, call the mentioned phone. By number.Price is negotiableTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17257879,
For Residential Development,500 sq.m.,"Ghukasyan street, Gyumri","$55,000",USD,"The land is located on Ghukasyan street in Gyumri (about 100 meters from Zuyg Aghbyur or Tigran Mets street), the purpose is OTHER LAND, ie you can build it as a private house, as an object of public significance, it is very convenient for a hotel, guest house, similar To build a building, as it is located only 5 minutes walk from the railway station, all the necessary shops are nearby, there are several schools, a kindergarten, a railway technical school, a public transport stop is only 100 meters away, land is PROPERTY! THE CERTIFICATE IS AVAILABLE! ONLY REAL BUYERS CALL! VERY COMFORTABLE FOR PREVIOUS TOURISM, SERVICE! I WILL EXCHANGE WITH THE OLD MACHINE TO HIGH PRODUCTION FROM 2010! OR HAPPY WITH THE APARTMENT WITH MY EXTENSION!Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17872737,
For General Purpose,1000 sq.m.,Shirak › Gyumri,"5,500,000 ֏",AMD,1000 square meters of clean land privatized in K. Gyumri...For details you can call the phone number mentioned on the website...It is rented for rent and sowing.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17828405,
For Residential Development,800 sq.m.,Shirak › Artik,"$6,500",USD,"800 sq. M. Area for sale in Artik city (on Shirakatsi street), suitable for any activity, also exchange with a carTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16446222,
For Residential Development,120 sq.m.,"Ghukasyan street, Gyumri","8,000,000 ֏",AMD,С проектами и с блоками фбс,Nov-25-2022_01-05,https://list.am/en/item/18213353,
Agricultural,1980 sq.m.,Shirak › Gyumri,"10,000,000 ֏",AMD,"Newly built barn for 30 animals,Barn:Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16514655,
Agricultural,"60,000 sq.m.",Shirak › Aregnadem,"6,000,000 ֏",AMD,"6 hectares of arable land for sale, has the possibility of irrigation (wheat, barley potatoes grow well)Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16608423,
For General Purpose,3100 sq.m.,Shirak › Gyumri,"7,500,000 ֏",AMD,"Продаётся земельный участок (20 минут на автомобиле от Гюмри), (0,31га) с водоемом, питьевая вода (есть анализ воды, высшего качества, выработка 50л в секунду) Возможно использование для личного использования и как инвестиции в бизнес (разведение лососевых пород рыб, раков, добыча воды)",Nov-25-2022_01-05,https://list.am/en/item/16951125,
For Residential Development,700 sq.m.,Shirak › Arevik,"$10,000",USD,"Land plot_building for sale in Arevik village. The house is located on the main street of the village, on the road leading to the church. The area can be used both for commercial purposes and for the construction of a residential house. For questions, call the indicated phone number.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17378315,
For Public Buildings,400 sq.m.,Shirak › Gyumri,"$40,000",USD,"Հողատարածքը գտնվում է OK սուպերմարկետի հարևանությամբ՝ առաջին գիծ՝ Մ. Մկրտչյան 60 հասցեում։ Նախատեսված է արդյունաբերության, ընդերքօգտագործման և այլ արտադրական նշանակության օբյեկտի կառուցման համար։ Տարածքը սեփականաշնորհված է։1 քառ. Մետրը 100 ԱՄՆ դոլարին համարժեք դրամ: Ճակատային մասը 20 մետր:Продается земельний участок в центре города, около супермаркета ОК. Первая линия около нового элитного городка, 400 кв метра. Участок приватизирован- для строительства жилого дома или обьекта производственного назначения. 100 долларов за 1 кв метр",Nov-25-2022_01-05,https://list.am/en/item/16660250,
For General Purpose,1350 sq.m.,"Թբիլիսյան խճուղի 3-րդ թաղամ 50, Գյումրի","$35,000",USD,Price is negotiableAll utilities are available️ It is privatizedThere are 2 wells in the area️ with all kinds of fruit treesTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18369436,
For General Purpose,400 sq.m.,Shirak › Gyumri,"$40,000",USD,"The land is located near OK supermarket and newly built Park Gyumri district. It is intended for the construction of industry, entrails use and other production facilities. The area is privatized. Negotiable:Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/15676006,
For General Purpose,1900 sq.m.,Shirak › Mayisyan,"2,600,000 ֏",AMD,"Land near the house is for sale in Mayisyan, the sewer and the water is in the land. Price is negotiable. Call till 22:00.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16694785,
For General Purpose,1850 sq.m.,Shirak › Mayisyan,"$14,500",USD,"Mayisyan (Shirak Marz) Electricity, gas line passes right by. There is no building in the areafoundation. 58 sq. Irrigation water in the land area. The area is Dachni.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18168258,
Agricultural,6270 sq.m.,"Հրանտ Շահինյան փողոց 5/5, Մարալիկ","$8,200",USD,"I am a land owner for sale. The land is located in Ani community, MaralikTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16757810,
For Public Buildings,120 sq.m.,"Vazgen Sargsyan street, Gyumri","$15,500",USD,"Land is for sale at Vazgen Sargsyan 1/11, near ""Apricot"" store. It has 3 entrances. 30 m away from Vazgen Sargsyan street.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16906149,
For General Purpose,1000 sq.m.,Shirak › Gyumri,"$5,500",USD,"In the back part of the Russian chast in the Seversky district. 100 square foundations in it; 1 km away from the north-south road. Call a fighter who understands the area, and I will pay the price for it.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16523251,
For Residential Development,375 sq.m.,"Անտառավան 5-րդ փողոց 58/1, Գյումրի","$10,000",USD,The land is located next to the maternity hospitalThere is a sketch project for building a residential house approved by the city planning departmentWill trade for car equivalent or at extra charge from youTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/16682925,
For General Purpose,600 sq.m.,Shirak › Akhuryan,"$1,600",USD,Land for saleNear Akhuryan milk factoryTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17445988,
For General Purpose,33 sq.m.,Shirak › Gyumri,"$2,200",USD,"The land is located in Mush 2 district, behind MEM store.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16666310,
For Residential Development,600 sq.m.,Shirak › Artik,"$1,500",USD,"Շտապ։ 600 մետր տնամերձ հողատարածք Արթիկ քաղաքի Պարույր Սևակի 68 հասցեում։ 6րդ դպրոցի դիմացի վերջերում, հենց կողքի տուն@ բնակելի է։ Փաստաթղթերը լրիվ նորմալ է։Հող, տուն։",Nov-25-2022_01-05,https://list.am/en/item/15894956,
For Public Buildings,1500 sq.m.,"Մովսես Խորենացի փողոց 15, Գյումրի","$95,000",USD,"A plot of 1500 square meters is for sale. 60m frontal. It is suitable for building service facilities. Address c. Gyumri, Movses Khorenatsi str. 15a (on the road leading from Золотой Петушок to district 58, near the former customs house)Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18286751,
For Residential Development,1250 sq.m.,Shirak › Gyumri,"$3,500",USD,It is located 5 km from Gyumri in Gharibjanyan village (1250 square meters of land near the house)Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18251781,
For Residential Development,158 sq.m.,"Sharl Aznavur square, Gyumri","$1,800",USD,Звоните по вапросам,Nov-25-2022_01-05,https://list.am/en/item/18364950,
For Public Buildings,221 sq.m.,"Խաչատուր Աբովյանի փողոց 69, Գյումրի","$50,000",USD,"The plot of land is located in the center of the city, 100 m from the square, it is intended for public construction, it is located at the back of the market, near the ""Alexandrapol"" hotel, it is sold together with cottages, there is electricity, gas, sewerage, it has the possibility to add another 120 m2, it is convenient to build a guest house, shop and other public buildings, is privatized.Call for more informationTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17954043,
For General Purpose,4600 sq.m.,"Վազգեն Սարգսյան փողոց 17/1, Գյումրի","$25,000",USD,"For sale, land lease rightGyumri Sargsyan str. (45 years)Area 4,620 m2The price is negotiableThe area is 3,880 m2The price is negotiableThe plots have a lease agreement for 45 years, they are fenced, the latter are intended for non-main development, they can be used to establish greenhouse farms, or for other purposes, there is a half-building on the territory of 1 plot.Call for detailed information.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18028673,
For Public Buildings,300 sq.m.,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","10,000,000 ֏",AMD,"Land for building a public building, possible exchange, I will listen to reasonable proposals...Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17495323,
For General Purpose,312 sq.m.,Shirak › Gyumri,"$7,000",USD,"Q. Gyumri, Aygabats 2 row house 22.Private house for sale as a land, not in good condition.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17396239,
For Residential Development,252 sq.m.,"Արմեն Եսայան փողոց, Gyumri","$15,000",USD,"For questions on Yesayan Street, call the mentioned numberTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17778693,
For General Purpose,350 sq.m.,"Սուրեն Մատնիշյան փողոց 13, Գյումրի","$50,000",USD,"The land is located in the central part of the city, it is very suitable for construction and maintenanceTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17340288,
Agricultural,"10,000 sq.m.",Shirak › Mayisyan,"€150,000",EUR,"Livestock farm, Production areaCows 40 heads of bulls and hens 43 heads.Fodder beet and potato shredder, barley wheat grinding machine, electric feeder, cow milking equipmentMilk, cheese factory. Permanent drinking water, electricity, Sewerage, It is in excellent condition.The total area of the cheese factory is 1000 square meters. Մ.The total area of the two-storey building is 860 square meters. Մ.For more information call.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17022679,
For Residential Development,600 sq.m.,Shirak › Gyumri,"15,000,000 ֏",AMD,It is located 20 meters from the central streetTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18321313,
For Residential Development,126 sq.m.,"Ղուկասյան փողոցի 14-րդ և 15-րդ շարքեր 8/1, Գյումրի",$70,USD,"The land is located 300 meters away from Zuygalbyur.The cost of 1 square meter is $70Front 14 meters, depth 9 meters.There is a possibility to increase up to 300 square meters.It is not urgent. The price is final.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18077227,
For Residential Development,1200 sq.m.,Shirak › Azatan,"10,000,000 ֏",AMD,"Urgently selling a privatized plot of land near the monument in Azatan, suitable for building a house or building a shop.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17474570,
For General Purpose,1200 sq.m.,"Akhuryan Highway, Gyumri","$10,000,000",USD,In front of Akhuryan milk factoryIt is not 1 line. I will exchange it with an equivalent car.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/16578890,
For Public Buildings,1200 sq.m.,"Գարեգին Նժդեհի պողոտա 9/10, Գյումրի",$130,USD,"A plot of land is for sale in the central part of Gyumri, in the immediate vicinity of the newly built elite district, the width of the facade in relation to Mher Mkrtchyan street is 60 meters. The land is suitable for various activities. The area is 0.12 ha (1200 square meters)The cost of 1 square meter is $130Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18071202,
For Residential Development,400 sq.m.,"Սավոյանի փողոց 20/4, Գյումրի","$13,000",USD,"Urgent land for sale on Savoyan street in Gyumri (next to the TV tower), in case of real purchase the price is negotiableTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17717651,
For Residential Development,1000 sq.m.,Shirak › Akhuryan,"$5,000",USD,"The plot is located on the road leading to the airport from Akhuryan, the first line is 400m away from the main road of Akhuryan.Axuryan axuryanum ахурян AkhuryanTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18215680,
For Residential Development,2900 sq.m.,Shirak › Vahramaberd,"$4,800",USD,"A plot of land near the house is for sale in the village of Vahramaberd, Shirak marz. The village is located 7 km from the city of Gyumri, towards Amasia.The area of the land is 2900 square meters.The land is located in the center of the village, next to the main highway. The land is completely black soil, suitable for gardening. The land is partially fenced. There is an uncovered basement (66 sq. M.) on the plot, it is a 1991 building.Address:RA, Shirak marz, Vahramaberd village, 11th street, 1A.For details, call before 22:00.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18159253,
For Residential Development,1000 sq.m.,"Akhuryan Highway, Gyumri","$3,000",USD,Land near the house for sale in Akhuryan. The land is located near the care house.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/16566458,
For General Purpose,6000 sq.m.,Shirak › Anushavan,"$20,000",USD,"1000m2 tnamerdz tarack, 5000 m2 ardadrakan tarack",Nov-25-2022_01-05,https://list.am/en/item/15740186,
For General Purpose,3500 sq.m.,Shirak › Mayisyan,"$18,000",USD,"The total area of the land is 3500 square meters, there is a half-built building (11 * 14m) with an area of 154 square meters, a basement (11 * 4.8) with an area of 53 square meters, with all communal facilities, there is a 6-meter caravan and 2000-3000 Mayisyan stoneTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17765770,
For Residential Development,1000 sq.m.,Shirak › Akhuryan,"$5,000",USD,"A semi-finished building of a high-rise building can be used for everything, I will also exchange it with a car mechanicTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17450871,
For General Purpose,400 sq.m.,Shirak › Gyumri,"$15,000",USD,Գյումրի․ փողոց Մարմաշեն 9/5 առաջի գիծՀողատարածքը նախատեսված է երկհարկանի սպասարկման/բնակելի շինություն կառուցելու համար․Հողատարածքը 400ք/մ է․Մանրամասների համար զանգահարել․,Nov-25-2022_01-05,https://list.am/en/item/14635204,
For Industrial Use,"30,000 sq.m.",Shirak › Gyumri,"$200,000",USD,Земля полность за забором есть недостроенные постройки фундамент земля находиться в собственности!,Nov-25-2022_01-05,https://list.am/en/item/17496545,
For General Purpose,2000 sq.m.,Shirak › Mayisyan,"$5,500",USD,"Land near the house in Mayisyan village is for sale, exchange with a car is possible. For more information call:Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17302454,
For Public Buildings,400 sq.m.,"Khrimyan Hayrik Highway, Gyumri","$40,000",USD,"Land for sale in c. In front of the new customs house in Gyumri, the area has the right to a preliminary building permit, has gas, electricity and water permits, concrete work has been done for a 139-square-meter building, and a 150-square-meter parking lot is planned.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17597154,
For Public Buildings,270 sq.m.,"Квартал Муш 2 10/5, Гюмри","$16,000",USD,"Продам или поменяю на автомобиль ввезённую не ранее 2020 года. Земля с проектной документацией, в случае обмена возможно доплата На обмена цена договорная",Nov-25-2022_01-05,https://list.am/en/item/17663429,
For Residential Development,1300 sq.m.,Shirak › Vahramaberd,100 ֏,AMD,Call for questions exchanged with carTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17612018,
Agricultural,1200 sq.m.,Shirak › Artik,"$9,000",USD,"The plot is located in Pemzashen. Behind the gas lever. There is construction in the area. It is close to gas, water and electricity. There is also a small stream in the area. It is possible to exchange with the car. I will listen to your suggestions.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/11602522,
For Public Buildings,232 sq.m.,Shirak › Artik,"20,000,000 ֏",AMD,"Greenhouse Greenhouse It is for sale very urgently, there is an exchange for a car with an apartmentTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/15714055,
For Residential Development,2500 sq.m.,Shirak › Mayisyan,"$10,000",USD,"Call in case of questions! Price negotiable, also in exchange with the car urgentlyTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18207943,
For Public Buildings,270 sq.m.,"Վազգեն Սարգսյան փողոց 52/5, Գյումրի","$40,000",USD,"The land is located in V. On Sargsyan street, in front of 《IMPERIAL։.The foundation and the basement is ready.The price includes 10 pieces of facade stone 《groupcol》 անել.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17984047,
Agricultural,1500 sq.m.,Shirak › Ashotsk,"$7,000",USD,Call for details. There is also a stone structure in the areaTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18046045,
For Public Buildings,360 sq.m.,"Մուշ 2 թաղամաս 10-2Ե, Գյումրի","$20,000",USD,The area is next to the newly built square. Suitable for any type of structure.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17895275,
For Public Buildings,2500 sq.m.,"Շիրակացի փողոց 1, Գյումրի","$125,000",USD,Հողատարածքը գտնվում է Մարմաշենի խճուղու վրա։ Հարմար է ցանկացած տեսակի օբյեկտ կառուցելու համար։,Nov-25-2022_01-05,https://list.am/en/item/17884945,
For Residential Development,1000 sq.m.,Shirak › Artik,"$6,850",USD,"2 (adjacent) plots of land for residential construction for sale (the short road to the land is very close to the main highway of national significance, is locatedNear the gas station, but on a higher position)400 and 600 sq. M. Meters in areaThe land plots have ownership certificates and measurement. There are concrete columns and accessories for the foundation in the area. Other Information and Suggestions:Call in case.UrgentArtik, Land, land in ArtikTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17770247,
Agricultural,3600 sq.m.,Shirak › Artik,"$5,500",USD,"Two separate plots of land, urgent, Artik, land0.11 ha. It is very suitable for building a greenhouse, garden or freezer.Located,Next to the road to Pemzashen village (next to the street), Jemend and building. 550-650 meters down from the base selling accessories (in the same direction as the base)It is 0.25 ha deeper, suitable for cultivating barley, wheat and other crops.For other information and suggestions, call.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17771928,
For Public Buildings,900 sq.m.,"Մուշ 2 թաղամաս 10-2Ա, Գյումրի","$45,000",USD,It is located on the road of Mush 2 district. Near the gas station. Suitable for any type of residential and service building.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17895274,
Agricultural,"12,000 sq.m.",Shirak › Dzorakap,"$10,000",USD,"Directly adjacent to the newly constructed north-south road in the Gyumri section of Yerevan. For sale is the right to lease a 1.2-hectare plot of land, which is located directly adjacent to the newly constructed north-south highway. Can be used to build a gas station or service facility. I also exchange the price with the car.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18333496,
For Residential Development,400 sq.m.,Shirak › Artik,"$2,700",USD,"RA Shirak Marz, c. G. Of Artik Komitas district. Narekatsi str. Land near the house at number 61, intended for the construction and maintenance of a residential house. It is also possible to have an adjacent 400 sq. M. Sale of land near the house. Negotiable.If necessary, I will also present the documents.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/18237308,
For Residential Development,9000 sq.m.,Shirak › Gyumri,$100,USD,1 square meter is $100Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/15849200,
Agricultural,1600 sq.m.,Shirak › Ashotsk,"16,500,000 ֏",AMD,"Livestock farm 400 square meters for sale. M area, with an attached storage room: 320 square meters. M area, for keeping fodder. A plot of land with an area of 1 ha.The area is fenced, there is external and internal lighting, water, the possibility to connect to the Internet to install cameras.There is also a residential building in the area.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17394553,
Agricultural,"24,000 sq.m.",Shirak › Gyumri,"$5,800",USD,Sown land is for sale in Hatsik village.The land is sown with alfalfa. In the spring it will be the second year that alfalfa will be harvested.The land has no water problem and is located next to Shir canal.All documents are availableTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18225209,
For General Purpose,110 sq.m.,Shirak › Gyumri,"$13,000",USD,Call the mentioned phone number for details1 zone near the marketTranslated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/17569162,
For General Purpose,196 sq.m.,"Մուշ 2 թաղամաս 4/20, Գյումրի","$8,000",USD,"The land is located at Mush-2 4/56.The area is located at the intersection of the planned newly constructed road, with 2 front sections.At the end of the construction of the road, the cost will be extremely highTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/16421748,
For Residential Development,1500 sq.m.,Shirak › Mayisyan,"$4,500",USD,"Home, residential,construction land.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17466743,
Agricultural,"36,500 sq.m.",Shirak › Aregnadem,"$15,000",USD,"Земельный участок от Гюмри 20 км село Арегнадем. Участок 65 соток под строительство дома, фундамент 12 на 10 для постройки дома и 3 гектара для селхоз назначения.",Nov-25-2022_01-05,https://list.am/en/item/14110578,
For Residential Development,600 sq.m.,Shirak › Artik,"2,100,000 ֏",AMD,Plots of 3 * 600 square meters are for sale. They are located on the left side of the road leading to Lmbat from the office of the Artik tuff.Translated from Armenian,Nov-25-2022_01-05,https://list.am/en/item/18245361,
For Residential Development,1350 sq.m.,"Թբիլիսյան խճուղի 3-րդ թաղամ 38/1, Գյումրի","$39,000",USD,"A privatized 1350 sq. M. Land is for sale near the customs house, it is addressed as the 3rd district 38/1 of Tbilisi Highway. M and 13 sq / m barn and storage room, there is light, gas, water, 2 wells in the area. The whole area is fenced, an iron gate is installed ․․․Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17569085,
For Public Buildings,2640 sq.m.,"Եղիշե Չարենցի փողոց 7, Գյումրի","$92,000",USD,"1 sq / m will cost $ 35In ANi district, on Yeghishe Charents street, near KUSANOTS, a privatized 2640 sq / m land is for sale, it is addressed as 7/3 Charents land.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17567253,
For Public Buildings,600 sq.m.,Shirak › Gyumri,"$7,500",USD,Վաճառվում է հողատարածքի վարձակալության իրավունք Գյումրի քաղաքի Շչերբինա փողոցի 29/3 հասցեում 600. Քմ առեւտրի եւ սպասարկման օբյեկտ կառուցելու համար: Կառուցապատման իրավունքով։,Nov-25-2022_01-05,https://list.am/en/item/18281301,
For Residential Development,400 sq.m.,Shirak › Artik,"$5,500",USD,"The land is located in Gr. On Narekatsi street, in the high zone, on the 2nd part of the main road, a part of the area is fenced and completely flat, a gas pipeline passes through the land border, the water pipeline is adjacent... All the communal connections are very convenient.Bargaining is possible.Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17791285,
For General Purpose,850 sq.m.,"Vazgen Sargsyan street, Gyumri","$40,000",USD,"Land for sale on Vazgen Sargsyan street. It is located on the first line, right in front of the gas stationTranslated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17563718,
For Residential Development,400 sq.m.,"Աղասի Խանջյանի փողոց 3/7, Գյումրի","$30,500",USD,"The land is privatized, it is located in front of the newly built ""Friendship Park"". Suitable for building a private house or recreation area. Address Gyumri, 1/5 Aghasi Khanjyan street (Krug)Translated from Armenian",Nov-25-2022_01-05,https://list.am/en/item/17361311,
For General Purpose,200 sq.m.,"Մուշ 2 թաղամաս 4/42, Գյումրի","$20,000",USD,"Վաճառվում է հողատարածք, որը գտնվում է Մուշ 2 թաղամասում Նորաստեղծ հրապարակում և զբաղեցնում է 200ք/մ, նշանակությունը՝կառուցապատման և սպասարկման համար։Տարածքը հարմար է բոլոր տեսակի գործունեություն ծավալելու համար։սեփականաշնորհված է: Փոխանակում համարժեք մեքենայի հետ, կլսեմ ձեր առաջարկները:",Nov-25-2022_01-05,https://list.am/en/item/13253129,
