Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,60 sq.m.,Yerevan › Kentron,"130,000 ֏",AMD,Garage in the 4th block of Nor Nork 75 m. Suitable for all types of activities. Located on the 2nd line of the road. Call for other questions. Plyonka khadavik processor blowing storage workshopTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17667650
Garage,60 sq.m.,Yerevan › Kentron,"220,000 ֏",AMD,Automoyka autoplyonka is suitable for all types of activities. The address is Charents 97. 1 gin line on the road. It is possible to transform it into an officeTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17650855
Garage,18 sq.m.,"Vilnyus street, Yerevan","1,500,000 ֏",AMD,Garage undergroundHas no state debtsSubject to rename by documentStandard 18 mMetal gatesNo hole (yamka)It is possible to open a ventDetails by phoneIt is also possible to exchange with an equivalent carTranslated from Armenian,Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17954618
Parking Space,20 sq.m.,"Amiryan Street, Yerevan","35,000 ֏",AMD,Urgently for rent Garage Garage Suitable for storage Amiryan 20 OVIRI Yard Excellent conditionTranslated from Armenian,Nov-24-2022_16-43,1 month,,,https://list.am/en/item/17563259
Garage,20 sq.m.,"Moskovyan street 33, Yerevan","45,000 ֏",AMD,"Urgently rent a garage in the Center, call for detailsTranslated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17582184
Garage,40 sq.m.,Yerevan › Nor Nork,"100,000 ֏",AMD,"Boxer for rent, blower, motorist and electrician wanted, call for detailsTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17866085
Garage,19 sq.m.,"Chekhov street, Երևան","32,000 ֏",AMD,"It is located at Chekhov 16 building. Repaired, automatic opening and closing. Amenakich is given with a deposit starting from 2 months.Translated from Armenian",Nov-24-2022_16-43,2 months,,,https://list.am/en/item/18162035
Garage,50 sq.m.,"Arshakuniats Avenue 135, Yerevan","30,000 ֏",AMD,"Վարձակալության է հանձնվում ավտոտնակ տարբեր իրերի պահելու համար (հեծանիվ, մոտո, տան իրեր և այլն) :Տեղադրված է անվտանգության համակարգ",Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/18083859
Garage,50 sq.m.,"Arshakuniats Avenue 135, Yerevan","30,000 ֏",AMD,"A garage is available for rent to store various things (motorcycle, bicycle, household items, etc.)An alarm system is installed on the garage. (alarm)The price depends on the size and quantity of the items.Translated from Armenian",Nov-24-2022_16-43,By Agreement,ELectricity,,https://list.am/en/item/18331241
Garage,30 sq.m.,"Улица Микаэла Налбандяна 31, Ереван","40,000 ֏",AMD,Срочно!Каменный гараж. Здается в аренду! Плата ежемесячно!,Nov-24-2022_16-43,,,,https://list.am/en/item/18350070
Garage,18 sq.m.,"Avan-Arinj 1st micro, Yerevan","25,000 ֏",AMD,"Stone garage for rentattentiongarage for sale, rent until soldTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18186586
Parking Space,22 sq.m.,"Amiryan Street, Yerevan","35,000 ֏",AMD,Urgent For Rent Parking 20 sq. M. In normal condition Pademni garageTranslated from Armenian,Nov-24-2022_16-43,2 weeks,,,https://list.am/en/item/17706178
Garage,25 sq.m.,"Khorenatsi street, Yerevan",$200,USD,Suitable as a commercial spaceTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17614639
Garage,20 sq.m.,"Lepsius 2-nd street, Yerevan","$6,000",USD,"The garage is for sale, it is located in the yard of Lepsius 2 building (14 krug)Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17150104
Garage,16 sq.m.,"Zoravar Andranik street 92, Yerevan","50,000 ֏",AMD,"Աբարանցիների շենքին կից ավտոտնակ։ Կարող է օգտագործվել որպես փուռ, պահեստ, բանջարեղենի խանութ և այլն։",Nov-24-2022_16-43,,,,https://list.am/en/item/18369111
Parking Space,40 sq.m.,"Mayisi 9 street, Երևան","30,000 ֏",AMD,Parking lot on May 9 street in ShengavitTranslated from Armenian,Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/14424938
Parking Space,20 sq.m.,Yerevan › Davitashen,"50,000 ֏",AMD,"It can be used as 1 car parking space, aslo can be used as a storage whichever is more convenient. With questions please contact with the phone number listed",Nov-24-2022_16-43,,,,https://list.am/en/item/18368585
Garage,23 sq.m.,"Moldovakan street 48, Yerevan","30,000 ֏",AMD,Metal garage for long-term rent. It is very convenient for parking a car.Address: On the way up from Moldovan 48 to Sally's warehouse.There is a video surveillance system in the area.There is no water or electricity in the garage.Do not call to lower the price or 10% cheaper if you pay 6 months before renting.Translated from Armenian,Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/16650382
Garage,54 sq.m.,"Nazarbekyan block, Yerevan","110,000 ֏",AMD,An area is for rent as a warehouseTranslated from Armenian,Nov-24-2022_16-43,1 month,,,https://list.am/en/item/17096219
Garage,18 sq.m.,"Komitas Avenue 16, Yerevan","20,000 ֏",AMD,Garage for rent in the yard of Komitas 16 (Archelyan Kitchen) for details call the garage is dryTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17649267
Parking Space,22 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$10,500",USD,Ավտոկայանատեղի -3Dalma Garden MallParking,Nov-24-2022_16-43,,,,https://list.am/en/item/13106566
Garage,80 sq.m.,Yerevan › Erebuni,"130,000 ֏",AMD,"Oil station for rent working at a car service center.Monthly payment 130,000 AMDGazavik-130,000obivshikMoika - 170.000Cafe-200.000Also, all the boxes are rented separately.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17765878
Garage,200 sq.m.,"Silikyan 1st street, Yerevan","150,000 ֏",AMD,I rent a boxer Aftoservice. We also accept students.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17975040
Parking Space,20 sq.m.,"Փավստոս Բուզանդի փողոց 13, Երևան","30,000 ֏",AMD,"Փ. Բուզանդ փողոցում, քաղաքի լավագույն հատվածում երկարաժամկետ և կարճաժամկետ վարձակալությամբ տրվում են ավտոկայանատեղեր յուրաքանչյուրը` 18-ից - 20 քմ մակերեսով, որը գտնվում է 15 հարկանի նորակառույց շենքի ստորգետնյա 3 հարկում` -1, -2 և -3 հարկերում: Շենքում ընդհանուր առկա են 50-ից ավելի կայանատեղեր: Մուտքը փողոցի կողմից է: Շենքն ապահովված է անվտանգության համակարգով: Մոտակայքում են ենթակառուցվացքները, խանութները, բանկերը, զբոսայգին և ժամանցի վայրերը: 1 մեքենայի համար ամսական գումարը սկսվում է 30.000 դրամից: Տրվում է նաև կարճ ժամկետով:Сдаются в долгосрочную аренду или посуточно парковочные места на 3-х этажах подземной парковки в подвале 15-этажной новостройки на улице Бузанда, каждое площадью 18-20 кв. М. В парковке более 50 парковочных мест. Въезд с улицы. В здании действует круглосуточная система безопасности. Ежемесячная плата за 1 автомобиль начинается от 30 000 драмFor long-term or daily rent are parking spaces on 3 floors of underground parking in the basement of a 15-story new building on Buzand Street, with an area of 18-20 sqm each. There are more than 50 parking spaces in the parking lot. Entrance is from the street. The building has a 24/7 security system. The monthly fee for 1 car starts from AMD 30,000.",Nov-24-2022_16-43,By Agreement,,"VIdeo surveillance, 24/7 security",https://list.am/en/item/17660205
Garage,20 sq.m.,Yerevan › Davitashen,"65,000 ֏",AMD,Storage is given for rent with questions please contact with the phone number provided,Nov-24-2022_16-43,,,,https://list.am/en/item/18367042
Garage,30 sq.m.,"Artsakh avenue 47, Yerevan","$10,000",USD,Stone garage with euro door near metro stationTranslated from Armenian,Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/17767340
Garage,18 sq.m.,"Quchak block 14, Yerevan","$3,500",USD,"The garage is located in Avan, Kuchak districtCall for details.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/18037798
Garage,50 sq.m.,"Arshakuniats Avenue 135, Yerevan","30,000 ֏",AMD,"Տրվում է վարձով ավտոտնակ տարբեր իրերի պահելու համար (մոտո, հեծանիվ, տան իրեր և այլն) ։Ավտոտնակի վրա տեղադրված է ազդանշանային համակարգ (сигнализация) :Գինը կախված է իրերի չափից և քանակից։",Nov-24-2022_16-43,By Agreement,ELectricity,,https://list.am/en/item/17919730
Garage,15 sq.m.,"Komitas Avenue, Yerevan","$9,000",USD,"Komitas, in the yard of Papazyan 21/1 building, FOR SALE, a stone garage with a land ownership certificate, 15 sq. M. Մ. 2,7 * 5,3 Negotiable:Garage garage garageTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/16686191
Garage,70 sq.m.,"David-Bek Street 174/2, Yerevan","200,000 ֏",AMD,Auto repair shop needs or hiring vulcanizerTranslated from Armenian,Nov-24-2022_16-43,1 month,,,https://list.am/en/item/18204096
Garage,12 sq.m.,Yerevan › Nubarashen,"20,000 ֏",AMD,"Здам гараж 12 кв. Метров. Месячная оплата 20000др. Можите употреблять и как гараж, и как кладовку для хранения вещей. Или же употребить для бизнесса ремонт обуви, одежды и. Т. Д.",Nov-24-2022_16-43,,,,https://list.am/en/item/17571457
Garage,24 sq.m.,"Tbilisian Highway lane, Yerevan","$6,000",USD,"Stone garage for sale, panel roof.Translated from Armenian",Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/17554909
Parking Space,1000 sq.m.,"Արին Բերդ փողոցի 5-րդ նրբանցք 7, Երևան","6,000 ֏",AMD,"For any car park, the area is guarded by a security guard.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17870196
Garage,18 sq.m.,"Նորաշեն թաղամաս 42, Երևան","$7,700",USD,"A completely privatized (both the land and the building) garage is for sale URGENTLY, 16 block, in front of building 42. Has a certificate of ownership. Electricity is also available as an individual customer. The roof has no place to let water in, it is dry. Not for rent.Translated from Armenian",Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/18364701
Garage,20 sq.m.,"Pushkin Street 58, Yerevan","55,000 ֏",AMD,"A stone garage is for rent in the center. There are no problems with the roof, it is a dry garage.Translated from Armenian",Nov-24-2022_16-43,2 months,,,https://list.am/en/item/18313859
Garage,10 sq.m.,Yerevan › Ajapnyak,"110,000 ֏",AMD,"Sold with equipment for $ 4,500Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/15405306
Garage,20 sq.m.,"Silikyan 12th street, Yerevan","1,000,000 ֏",AMD,Garage GarageTranslated from Armenian,Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/15709979
Parking Space,23 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","20,000 ֏",AMD,"Parking for rent.Tech-Passport, Owner's Passport or Driver's LicenseDalma parking3.23 x 6.90 m2, 21-22 square meters,6.45 x 6.90 m2 44 square meters3.28 x 12.80 m2, 42 square metersParking near Dalma Garden mallGarage parking lotParking AvtokayanatexiTranslated from Armenian",Nov-24-2022_16-43,2 months,,,https://list.am/en/item/8597063
Parking Space,22 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","17,000 ֏",AMD,"Dalma Parking:Garage parking parkingDalma parking:Parking for rent3.23 x 6.90 m2, 21-22 sq. M.6.45x6.90 m2 44 sq. M.3.28x12.80 m2, 42 sq. M.6.5 12.80 m2, 83.2 sq. M.Tech Passport, Owner's Passport or Driver's License-----Translated from Armenian",Nov-24-2022_16-43,2 months,,,https://list.am/en/item/10773992
Parking Space,24 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","16,000 ֏",AMD,"Parking for rent.Tech-Passport, Owner's Passport or Driver's License--Dalma parking3.23 x 6.90 m2, 21-22 square meters, 19,000 AMD6.45 x 6.90 m2, 44 square meters, 40,000 dr3.28 x 12.80 m2, 42 square meters, 24000 AMD--Parking near Dalma Garden mallGarage parking lotParking:Translated from Armenian",Nov-24-2022_16-43,2 months,,,https://list.am/en/item/11446189
Garage,20 sq.m.,"Yervand Kochar street 13, Yerevan","40,000 ֏",AMD,"A garage is for long-term rent in the center, on Yervand Kochar street.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17133654
Parking Space,72 sq.m.,"Hovsep Arghutian street, Yerevan","150,000 ֏",AMD,"Car service box for rent in Komitas, has three-phase electricity, gas, water, the area is videotaped 24/7, suitable for an electrician and/or a plumber, call for detailsTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18269236
Parking Space,15 sq.m.,"Nor Aresh 37th street, Yerevan","30,000 ֏",AMD,A garage is for rent. It can serve as a storehouse.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/16797336
Garage,24 sq.m.,"Boryan street 2, Yerevan","$8,500",USD,A stone garage for residential purposes and with the possibility of building a second floor is for sale at Boryan 2. Price: $8500.Translated from Armenian,Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/16645660
Parking Space,18 sq.m.,Yerevan › Arabkir,"15,000 ֏",AMD,"A parking lot is for rent in Eraz district,In a convenient location in the basement of Adontsi 4/3 buildingTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18258570
Garage,18 sq.m.,"Zakaria Sarkavag street 126/1, Yerevan","$4,000",USD,Negotiable - There is a hole in the garage - a hole has been drilledTranslated from Armenian,Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/16746844
Garage,450 sq.m.,Yerevan › Ajapnyak,"900,000 ֏",AMD,"For rent in Ankaraarea 450 mheight 8 meterscommunications - water, light, seweragehas a stand of 10,000 m.There are yards 18 meters in the buildingwas a Fourier boxer.Also suitable for storage, production,There is an office space in the areaTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17917032
Parking Space,70 sq.m.,"Nork 5-th street, Yerevan","150,000 ֏",AMD,"For rent without an intermediary, a closed space in Nork Marash, on the main street, next to ATS 5th street, 10 meters long, 7 meters wide, 3.10 meters high, 4 shutters open, 6 meters wide, plastered, walls plastered. There is electricity, permanent water, sewage, suitable for organizing various worksTranslated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/18155721
Garage,15 sq.m.,"Sundukyan Street, Yerevan","$3,200",USD,"A garage is for sale or for rent, or I will exchange it for a car of equivalent price, in Arabkir, in the yard of Sundukyan 21 building, with a rental certificate. The garage has a sewer, it is possible to open a rear entrance and add a floor, very suitable for a shop, storage department or even a workshop. 2 is shared with the neighbor, but the front part belongs to me according to the main plan. If you want to buy, you can share. Dimensions: 3.10x4.85. The price is negotiable.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17788033
Parking Space,17 sq.m.,"Dzorapi street 40, Yerevan","35,000 ֏",AMD,"Տրվում է վարձով ավտոկայանատեղի, Ձորափի 40 շենքում (Էլիտ Գրուպի), 2-րդ հարկում։Ունի մշտական լույս, վերահսկվում է անվտանգության աշխատողների կողմից, մուտքը կողմնակի ավտոմեքենաների և մարդկանց համար փակ է։Կա 3 կայանատեղի, գինը մեկի համար է։Здаеться подземный гараж в центре на улице Дзорапа, имеется три места рядом, цена за единицу.В здании круглосуточная охрана.Underground parking in the center. Has electricity and security (entrance for not authorized people if forbidden)There are 3 parking close to each other. The price in this ad is for one only.Dzorap avtokayanatexi, dzorap, ձորափ, ձորափ ավտոկայանատեղի, автостоянка в центре, car parking in city center.",Nov-24-2022_16-43,,,,https://list.am/en/item/18033445
Parking Space,16 sq.m.,"Dzorapi street 40, Yerevan","30,000 ֏",AMD,"Տրվում է վարձով ավտոկայանատեղի, Ձորափի 40 շենքում (Էլիտ Գրուպի), 2-րդ հարկում։Ունի մշտական լույս, վերահսկվում է անվտանգության աշխատողների կողմից, մուտքը կողմնակի ավտոմեքենաների և մարդկանց համար փակ է։Կա 3 կայանատեղի, գինը մեկի համար է։Здаеться подземный гараж в центре на улице Дзорапа, имеется три места рядом, цена за единицу.В здании круглосуточная охрана.Underground parking in the center. Has electricity and security (entrance for not authorized people if forbidden)There are 3 parking close to each other. The price in this ad is for one only.Նաև վաճառվում է (ունի կադաստրային սերտիֆիկատ)Tакже продается (есть кадастровый сертификат)Also for Sale (has all necessary documents)Dzorap avtokayanatexi, dzorap, ձորափ, ձորափ ավտոկայանատեղի, автостоянка в центре, car parking in city center.",Nov-24-2022_16-43,,,,https://list.am/en/item/18032299
Parking Space,14 sq.m.,"Dzorapi street 40, Yerevan","30,000 ֏",AMD,"Տրվում է վարձով ավտոկայանատեղի, Ձորափի 40 շենքում (Էլիտ Գրուպի), 2-րդ հարկում։Ունի մշտական լույս, վերահսկվում է անվտանգության աշխատողների կողմից, մուտքը կողմնակի ավտոմեքենաների և մարդկանց համար փակ է։Կա 3 կայանատեղի, գինը մեկի համար է։Здаеться подземный гараж в центре на улице Дзорапа, имеется три места рядом, цена за единицу.В здании круглосуточная охрана.Underground parking in the center. Has electricity and security (entrance for not authorized people if forbidden)There are 3 parking close to each other. The price in this ad is for one only.Նաև վաճառվում է (ունի կադաստրային սերտիֆիկատ)Tакже продается (есть кадастровый сертификат)Also for Sale (has all necessary documents)Dzorap avtokayanatexi, dzorap, ձորափ, ձորափ ավտոկայանատեղի, автостоянка в центре, car parking in city center.",Nov-24-2022_16-43,,,,https://list.am/en/item/18033414
Garage,18 sq.m.,"1-й тупик улицы Грачья Ачаряна 5, Ереван","35,000 ֏",AMD,"Stone warm, dry garage.Translated from Armenian",Nov-24-2022_16-43,1 month,,,https://list.am/en/item/18207156
Garage,17 sq.m.,"Amiryan Street 27, Yerevan","30,000 ֏",AMD,It is given with a loan for automotive spark plugs and other things.DO NOT call to park or store foodTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/15310740
Garage,22 sq.m.,"Hanrapetutyun street 82, Yerevan","45,000 ֏",AMD,A garage is for rent in the yard of Sayat Nova-Hanrapetutyan streetsTranslated from Armenian,Nov-24-2022_16-43,1 month,,,https://list.am/en/item/17527225
Garage,28 sq.m.,"Bashinjaghyan street 173, Yerevan","30,000 ֏",AMD,"The garage is made of stone. 6 meters wide. 4.3-meters, high. 4 meters, there is a hole (ema) as a parking lot up to 30 thousand, as a warehouse or any activity from 60 thousand.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/10528749
Garage,72 sq.m.,"Khudiakov St, Yerevan","120,000 ֏",AMD,"A space for rent, width 6 meters, length 12 m (72 square meters) You want to work like a car service. There are residential buildings everywhere. Those who wish should call or write.Translated from Armenian",Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/18308653
Garage,18 sq.m.,"Erebuni street 28, Yerevan","$8,599",USD,"Stone garage, ownership certificate available, price is negotiableTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17305132
Garage,26 sq.m.,"Israyelyan street, Yerevan","35,000 ֏",AMD,It is for rent in a warehouse in the center. The area is monitored by cameras.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/15953733
Garage,15 sq.m.,Yerevan › Shengavit,"20,000 ֏",AMD,A garage is for rent at Arshakunyats 56.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/18010443
Parking Space,22 sq.m.,"Pavstos Buzand Street 17, Yerevan","45,000 ֏",AMD,"Parking space for long term rent. 45000 amd per month, min long term 6 months, do not call if less is needed will not be excepted.17 Buzand street Ramada parking.",Nov-24-2022_16-43,,,,https://list.am/en/item/18357435
Garage,50 sq.m.,"Charents street, Yerevan","200,000 ֏",AMD,"1 line of road for rent, suitable for all services, suitable for tuning salon's.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/12734197
Garage,18 sq.m.,"Norashen block, Yerevan","$10,000",USD,"The garage is for sale, 18 square meters, it is located in the 3 chain of district 16, it is renovated and furnished, the roof is tiled, it has a basement of 16 square meters with metal polkas, there is a security and video surveillance system.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18247861
Garage,80 sq.m.,"Marshal Baghramyan avenue 54, Yerevan","25,000 ֏",AMD,"A semi-open spacious two-seater garage with a high ceiling is for rent with a monthly payment, next to school No. 76 (named after the former Kamo), AMD 25,000 per month for each car. It is also convenient to use as a warehouse, in case of warehouse, the price is negotiable. It has a roof, a stone wall on two sides, the other two sides are attached to the park, the entrance is through a gate (gate width 3m, height 2.80m, gazelle, Ford can enter), from Baghramyan Avenue, next to the school and the bus stop.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18216594
Garage,40 sq.m.,"Nansen street 1, Yerevan","190,000 ֏",AMD,"A car service point is for rent, 1st line, established business, has worked as a car service for 25 years, currently works, is provided with customers.Call for details.Translated from Armenian",Nov-24-2022_16-43,By Agreement,,,https://list.am/en/item/17802521
Garage,30 sq.m.,"Chekhov street 15, Yerevan","30,000 ֏",AMD,"Stone garage for rent. Next to Nzhdeh Square, at 15 Chekhov Street.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18249889
Garage,20 sq.m.,"Barbyus Street, Yerevan","25,000 ֏",AMD,Iron garage for rentTranslated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/18283314
Garage,20 sq.m.,"Մովսես Խորենացու փողոց 26, Երևան","50,000 ֏",AMD,"Stone garage, in the yard of Movses Khorenatsi 26 building, next to the Gold market. There is also a large iron rack in the garage.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18305987
Garage,24 sq.m.,"Ashot Hovhannisyan Street 14, Yerevan","25,000 ֏",AMD,"Garage garage for rent or $ 6,000Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17173142
Parking Space,18 sq.m.,Yerevan › Arabkir,"40,000 ֏",AMD,"LONG-TERM parking space for rent in the ADONTSI 6/1 building of the Eraz district, in a very convenient place, which is guarded by a 24-hour security guard.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/16656613
Garage,50 sq.m.,"Charents street, Yerevan","200,000 ֏",AMD,"For rent on the road, first line. Suitable for all services. Suitable for tuning shop plyonki polishing. Suitable for parts shop.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18021876
Garage,20 sq.m.,"Զաքյան փողոց 5/5, Երևան","70,000 ֏",AMD,"A garage with a common entrance is for rent by the owner. It can also be used as a storage room, there is a basement area with a car surface below.For more information call.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17718078
Garage,30 sq.m.,"Amiryan Street 20, Yerevan","28,000 ֏",AMD,An underground garage for rent! It is also suitable for storage.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17696654
Parking Space,18 sq.m.,Yerevan › Arabkir,"30,000 ֏",AMD,"A parking lot is for rent in a very convenient place in the building Adonts 6/1 in ERAZ district, which is guarded by a 24-hour security guard.Translated from Armenian",Nov-24-2022_16-43,3 months,,,https://list.am/en/item/18065789
Garage,65 sq.m.,"Northern Avenue, Yerevan","$2,000",USD,Urgent rent as a storage garage for 3 cars on North Ave.Translated from Armenian,Nov-24-2022_16-43,Without prepayment,,,https://list.am/en/item/18327499
Garage,,"Shirak street, Երևան","$15,000",USD,Ավտոտնակ ունի եռաֆազ հոսանքՄշտական խմելու ջուրԲաղկացած է 2 հարկից և նկուղից,Nov-24-2022_16-43,,,,https://list.am/en/item/15802105
Garage,30 sq.m.,"Charents block 13, Yerevan","30,000 ֏",AMD,"Garage for rent. It can be used for 1 or 2 cars. It can also be used as a storage room. Electricity is available. It is clean, dry and neat.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18104939
Garage,13 sq.m.,"David Anhaght street, Yerevan","20,000 ֏",AMD,"Դավիթ Անհաղթի 9 հասցեում վարձով է տրվում ժեշտից ավտոտնակ։ Հոսանք, ջուր, թարեքներ, դիտահոր չունի։20հազ. _ ամսեվճարով։",Nov-24-2022_16-43,,,,https://list.am/en/item/17223091
Garage,50 sq.m.,Yerevan › Arabkir,"$24,500",USD,"A garage is for sale in Arabkir community, in the yard in front of the church. 14 m. On 4.50. It is on the 2nd floor, on the 2nd floor there is a small house with its small yard. It has water and electricity.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/16607782
Garage,32 sq.m.,"Sayat Nova avenue, Yerevan","$45,000",USD,"Վաճառվում է կիսաներգետնյա ավտոտնակ Սայատ-Նովա պող ․ կապիտալ վերանորոգված, Տիկնիկայինի բակում2 մեքենայի համար",Nov-24-2022_16-43,,,,https://list.am/en/item/16244799
Parking Space,25 sq.m.,"Yekmalyan street 1, Yerevan","100,000 ֏",AMD,"Renovated, closed parking lotTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/15213865
Parking Space,3000 sq.m.,"Գյուլիքեվխյան փողոց, Երևան",500 ֏,AMD,"A car park / parking is for rent. The area can also be used as a warehouse. It is given in parts, 500 drams per square meter, the total area is 3000 square meters.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/17869707
Garage,18 sq.m.,Yerevan › Arabkir,"$6,000",USD,Kare Avtonak Address Mamikonyants 38 in front of the building.Translated from Armenian,Nov-24-2022_16-43,,,,https://list.am/en/item/17240202
Garage,24 sq.m.,"Улица Хачатура Абовяна 38, Ереван","45,000 ֏",AMD,"Metal garage on Abovyan Street, in the yard of VTB Bank. For long-term rent, one month advance payment, 45,000 AMD per month.Translated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/15946613
Garage,20 sq.m.,"Abovyan street 42, Yerevan","100,000 ֏",AMD,"A garage is for rent in the center, in the courtyard of Abovyan 42 buildingTranslated from Armenian",Nov-24-2022_16-43,,,,https://list.am/en/item/18146237
