Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Furniture,The House Has,Parking,Amenities,Appliances,Window Views,Links
Stone,No,Available,9,35 sq.m.,2,1,from 3.5 m,7,Closed balcony,Old Renovation,3,Yes,No,Not included,2 months,Gegharkunik › Sevan,"30,000 ֏ monthly",AMD,2-room apartment is for rent. With partial property. Sunny. It is not gasified. WITH 2 MONTH ADVANTAGE. It is also for daily rent. Sale is also possible. ZANGEN ONLY ANY REAL PEOPLE. NALBANDYAN STREET 42 BUILDING. 707 APARTMENT. MANDATORY FOR TWO MONTHS IN ADVANCE.Translated from Armenian,Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17185866
Stone,Yes,Not available,1,83 sq.m.,4,1,from 2.75 m,1,Open balcony,Major Renovation,,,,,,"Yerevanyan highway, Սևան","60,000 ֏ daily",AMD,"Spend your vacation in the resort area of Lavender City.For more information, please contact: Call the indicated numberCode A101Translated from Armenian",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/13989904
Stone,Yes,Not available,3,35 sq.m.,1,1,from 2.8 m,3,Not available,Major Renovation,,,,,,Gegharkunik › Sevan,"13,000 ֏ daily",AMD,"Есть все ком услуги, бытовой техники, очень красиво очень уютно на двоих в центре города рядом с домом все необходимое",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/18241965
Stone,No,Not available,4,57 sq.m.,2,1,from 2.75 m,2,Closed balcony,Cosmetic Renovation,,,,,,Gegharkunik › Vardenis,"70,000 ֏ monthly",AMD,"3-room apartment is for rent on Yeritasardutyan street. The apartment has the necessary property and equipment. The bathroom and the kitchen are capitally renovated, the other rooms are clean. There is a closed balcony, which can serve as a room. It is located on the central street of the city, there is a school, a kindergarten, shops nearby.Translated from Armenian",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17271099
Stone,No,Not available,5,162 sq.m.,3,1,from 3 m,1,Not available,Major Renovation,4,Yes,Yes,Included,Without prepayment,"Սարգիս Սևանեցու փողոց 7, Սևան","30,000 ֏ daily",AMD,"An apartment is for rent, fully renovated. He has a garage.For details, please call.Translated from Armenian",Nov-24-2022_17-51,Available,,,,,,https://list.am/en/item/16492432
Stone,No,Not available,1,39 sq.m.,1,1,from 2.8 m,1,Open balcony,Designer Renovation,4,Yes,Yes,Included,By Agreement,Gegharkunik › Sevan,"15,000 ֏ daily",AMD,"Cottage for daily rent in Sean, Lavanda City resort areaHas 1 bedroom, living room, kitchen with all amenities, dishes, furniture, appliancesTranslated from Armenian",Nov-24-2022_17-51,Available,,,,,,https://list.am/en/item/17769142
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,5,Closed balcony,Cosmetic Renovation,2,Yes,No,Not included,6 months,"Nairyan Str., Sevan","70,000 ֏ monthly",AMD,"Cosmetically renovated, sunny side, gas, water yard, water heater, necessary furniture, garage is provided if desired, long-term, 2-month advance deposit is also provided.Translated from Armenian",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17520054
Stone,No,Not available,5,70 sq.m.,2,1,from 2.8 m,3,Closed balcony,Major Renovation,,,,,,"Khaghagutyan street, Sevan town","10,000 ֏ daily",AMD,The apartment is located very close to the public beach (10 minutes walk)Translated from Armenian,Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17898596
Stone,No,Not available,5,90 sq.m.,4,1,from 2.8 m,5,Closed balcony,Major Renovation,4,Yes,No,Not included,2 months,"Nalbandyan street, Sevan town","150,000 ֏ monthly",AMD,"4-room apartment with all the communal facilities is for rent in the city of Sjan, the property is completely handed over to the tenant. The floor is parquet, the kitchen and the bathroom are tiled. It is desirable to have 3 people and it is desirable to be rented for a long time. I am not a mediator, I am the owner of the house. For details, call the number mentioned on viber whats app.Сдаю 4х комнатную квартиру в городе Севан with all communal amenities and furniture. Floor parquet, kitchen and bathroom with coffee maker. Minimal term 6 months, without small children. Я не соредник это мой собственный дом.Translated from Armenian",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17704625
Stone,Yes,Not available,1,60 sq.m.,3,1,from 3 m,1,Open balcony,Euro Renovation,,,,,,"Yerevan street 19, Tsakkar",$750 monthly,USD,"The cottage is located in Sevan Lavanta city. Has all facilities.The fee for one week is 150,000Translated from Armenian",Nov-24-2022_17-51,,,,,,,https://list.am/en/item/17956692
Stone,No,Not available,5,73 sq.m.,3,1,from 2.7 m,4,Closed balcony,Euro Renovation,4,Yes,No,Not included,By Agreement,Gegharkunik › Sevan,"200,000 ֏ monthly",AMD,Գեղարքունիքի մարզ քաղաք ՍևանСдается в аренду квартираВ квартире есть все коммунальные услугиудобства:* Система отопления* Газовая плита* Телевизор* Холодильник* Автоматическая стиральная машина* Долгосрочная арендадепозит за 1 месяцЗвоните для более подробной информации:Сейчас свободнаՏրվում է վարձով բնակարանԲնակարանում առկա են կոմունալ բոլոր հարմարությունները`• Ջեռուցման համակարգ• Գազօջախ• Հեռուստացույց• Սառնարան• Ավտոմատ լվացքի մեքենա• Երկարաժամկետ վարձակալության 1 ամսվա դեպոզիտՄանրամասների համար զանգահարել`:Ներկա պահին ազատ է,Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18490573
Panels,No,Not available,5,100 sq.m.,5,2,from 3 m,5,Open balcony,Cosmetic Renovation,5,Yes,No,Not included,By Agreement,Gegharkunik › Vardenis,"55,000 ֏ monthly",AMD,Apartment for rent with utilities. It is also possible by contractTranslated from Armenian,Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18558272
Stone,No,Not available,4,50 sq.m.,2,1,from 3 m,2,Closed balcony,Partial Renovation,3,Negotiable,No,Not included,By Agreement,"Միքայել Նալբանդյանի փողոց 38, Սևան","10,000 ֏ daily",AMD,A spacious 2-room apartment furnished with all the necessities for livingTranslated from Armenian,Dec-15-2022_21-09,Available,,,"Television, internet","Fridge, coffee maker, washing machine, water Heater, iron, hair dryer",Street view,https://list.am/en/item/18723100
Stone,Yes,Not available,2,94 sq.m.,3,1,from 3 m,1,Open balcony,Euro Renovation,,,,,,"Նաիրյան փողոց 179, Սևան","120,000 ֏ monthly",AMD,"Տրվում է վարձով երկարաժամկետСдается квартира!Имеет всe условия, газ свет вода, вайфай, короче смотрите на фотках все понятно) если что набирайте по телОтвечу на любые вопросы!Насчет цены договоримся зависит от срока арендыОтправлю фотки дворика по вацапу!",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18377135
Stone,No,Not available,5,80 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Euro Renovation,5,No,No,Not included,2 months,Gegharkunik › Martuni,"140,000 ֏ monthly",AMD,"Три комнаты квартира сдается в аренду, город мартуни улица ереванян",Dec-15-2022_21-09,Not available,,,,,,https://list.am/en/item/16677627
Stone,No,Not available,5,60 sq.m.,3,1,from 2.8 m,2,Open balcony,Major Renovation,5,Yes,No,Included,By Agreement,Gegharkunik › Sevan,"40,000 ֏ daily",AMD,"Fully renovated, furniture, appliances. It is provided together with both Christmas and everyday dishes. 10-20m from the entrance there is a supermarket, a fruit shop, a fast food outlet, a pharmacy, a hot bakery, etc.Translated from Armenian",Dec-15-2022_21-09,Available,Playground,Outdoor parking,"Television, internet, parking space","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view",https://list.am/en/item/18722152
Stone,No,Not available,5,86 sq.m.,4,1,from 2.7 m,5,Open balcony,Major Renovation,7,Yes,No,Not included,By Agreement,Gegharkunik › Vardenis,"50,000 ֏ monthly",AMD,"For rent or sale,Utility with all conditions$16,000Call for more informationTranslated from Armenian",Dec-15-2022_21-09,Available,Playground,Outdoor parking,Television,"Fridge, washing machine, water Heater","Yard view, street view, city view, park view",https://list.am/en/item/18720413
Stone,No,Not available,5,80 sq.m.,2,1,from 2.6 m,4,Open balcony,Cosmetic Renovation,1,No,No,Not included,1 month,"Երևանյան փողոց 24, Մարտունի","60,000 ֏ monthly",AMD,"The 2nd floor of a 4-room apartment is for rent in the city of Martuni, Gegharkunik region, it is equipped with household appliances, all utilities, there is only a washing machine. Has 1 open and1 closed balcony. The apartment is located in front of ""Ararat"" store.Translated from Armenian",Dec-15-2022_21-09,Available,Playground,Outdoor parking,Parking space,"Fridge, stove, iron",Street view,https://list.am/en/item/18589056
Stone,No,Not available,3,55 sq.m.,2,1,from 2.8 m,3,Closed balcony,Old Renovation,4,Yes,Negotiable,By Agreement,By Agreement,Gegharkunik › Sevan,"75,000 ֏ monthly",AMD,For more information callTranslated from Armenian,Dec-15-2022_21-09,Available,Playground,Outdoor parking,Parking space,"Fridge, stove, microwave","Yard view, street view, city view, park view",https://list.am/en/item/18623186
Stone,No,Not available,5,48 sq.m.,2,1,from 2.75 m,5,Not available,Euro Renovation,4,Yes,No,Not included,1 month,Gegharkunik › Sevan,"150,000 ֏ monthly",AMD,"Apartment for rent. 1-@ 2 converted.Euro-renovated, with all utilities. Hot and cold water, gas, electricity. The apartment is furnished.Translated from Armenian",Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/17949720
Stone,No,Not available,3,40 sq.m.,2,1,from 3 m,1,Not available,Major Renovation,2,Yes,No,Not included,1 month,Gegharkunik › Sevan,"150,000 ֏ monthly",AMD,"The apartment is completely renovated, has permanent waterHot water and heating is provided by electricityPartial furniture (depending on the period, will be furnished if desired)Translated from Armenian",Dec-15-2022_21-09,By agreement,,,,,,https://list.am/en/item/18549800
Panels,No,Not available,4,74 sq.m.,2,1,from 2.8 m,2,Closed balcony,Old Renovation,2,Yes,No,Not included,By Agreement,Gegharkunik › Chambarak,"35,000 ֏ monthly",AMD,"2-room apartment for rent in Chambarak city, Tigran Mets 34 building, 8th apartment. The apartment is very bright and sunny. It has a closed balcony that can be used as a living room, it has a basement, a plot of land in front of the building is about 400 m, it has a storage room inside the house and in the corridor, the floor is parquet, the apartment is gasified.Translated from Armenian",Dec-15-2022_21-09,Available,,,,Stove,Yard view,https://list.am/en/item/18589516
Panels,No,Not available,5,45 sq.m.,1,1,from 2.7 m,5,Not available,Euro Renovation,1,Yes,Negotiable,Not included,Without prepayment,"Ա. Սեսմանուկյան փողոց 7, Վարդենիս","60,000 ֏ monthly",AMD,"The natural is tacitly newly remodeled, unpopulatedTranslated from Armenian",Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18653478
Stone,No,Not available,5,52 sq.m.,2,1,from 2.75 m,2,Open balcony,Major Renovation,4,Yes,No,Not included,1 month,Gegharkunik › Shoghakat,"70,000 ֏ monthly",AMD,"It is newly renovated, has a view of Sevanalicht from all rooms, Mora gas stove.Translated from Armenian",Dec-15-2022_21-09,Available,,,Television,"Fridge, stove, washing machine, water Heater",,https://list.am/en/item/18667115
Panels,No,Available,9,27 sq.m.,1,1,from 3.5 m,2,Closed balcony,Old Renovation,2,Yes,Yes,Not included,Without prepayment,"Улица Налбандяна 42, Севан","30,000 ֏ monthly",AMD,"Сдается 1 комнатная квартира, улица Налбандяна 42, есть газ, газовая плита, газовая печь, холодильник, стиральная машина",Dec-15-2022_21-09,Available,,,Television,"Fridge, stove, washing machine",,https://list.am/en/item/18699293
Stone,No,Not available,2,55 sq.m.,2,1,from 2.8 m,1,Closed balcony,Cosmetic Renovation,8+,Yes,Yes,Not included,2 months,"Nairyan Street, Sevan town","80,000 ֏ monthly",AMD,There is also a garageTranslated from Armenian,Dec-15-2022_21-09,Available,,Outdoor parking,"Television, internet, parking space","Fridge, stove, washing machine, water Heater, hair dryer","Yard view, street view, city view, park view",https://list.am/en/item/18608012
Stone,No,Not available,5,70 sq.m.,3,1,from 2.75 m,5,Multiple balconies,Major Renovation,6,Yes,Negotiable,Not included,By Agreement,"Khaghagutyan street, Sevan town",80 ֏ monthly,AMD,"It is for rent., hot water, individual heating systemYou pay the first and last month's rent.You can write and call on WhatsAppTranslated from Armenian",Dec-15-2022_21-09,Available,Playground,Outdoor parking,Parking space,"Stove, water Heater","Yard view, street view, city view",https://list.am/en/item/18372118
Panels,No,Not available,3,64 sq.m.,2,2,from 2.5 m,3,Closed balcony,Partial Renovation,,,,,,"Եղիշե Չարենցի փողոց 54, Վարդենիս","60,000 ֏ monthly",AMD,"A 2-room apartment for rent in Vardenis, the price is unchanged, it is rented to a familyTranslated from Armenian",Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18435867
Stone,No,Not available,5,40 sq.m.,1,1,from 2.75 m,1,Not available,Euro Renovation,2,Yes,Yes,By Agreement,2 months,"Улица Микаэла Налбандяна 55, Севан","50,000 ֏ monthly",AMD,"Сдается на длительный срок, в центре уютная квартира, удобная инфраструктура, рынок, магазин в пешей доступности. По всем вопросам обращайтесь по указанному телефону!",Dec-15-2022_21-09,Available,,Outdoor parking,"Television, internet, parking space","Fridge, stove, washing machine, iron, hair dryer",,https://list.am/en/item/18670535
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,3,Open balcony,Partial Renovation,,,,,,"Lernagorts Street, Vardenis","60,000 ֏ monthly",AMD,A partially refurbished buck system comes with the guts and hardwareTranslated from Armenian,Dec-15-2022_21-09,,,,,,,https://list.am/en/item/18402399
Stone,No,Not available,5,43 sq.m.,1,1,from 2.5 m,2,Closed balcony,Old Renovation,3,Yes,Yes,Not included,1 month,Gegharkunik › Martuni,"70,000 ֏ monthly",AMD,"Сдаю в аренду однокомнатную квартиру с большой комнатой, закрытым балконом на втором этаже в пятиэжтажном доме. Дом находиться к ценральной улице, где близко вся инфрастуктура магазины, рынок и т. Далее. Зимой отопление газовое, летом пешком модно пройти до озера Севан. Можно семье с детьми без животных. Более подробнее звоните по указанным номеруՎարձով եմ տալիս 1 սենյականոց բնակարան հինգ հարկանի շենքի երկրորդ հարկում մեծ սենյակով փակ պատշգամբ։Տունը գտնվում է կենտրոնական փողոցում, որտեղ բոլոր ենթակառուցվածքները մոտ են խանութներին, շուկային և այլն։ Ձմռանը գազով ջեռուցում, ամռանը մոդայիկ է քայլել դեպի Սևանա լիճ. Երեխաների հետ առանց կենդանիների Մանրամասների համար զանգահարել նշված համարովI am renting a 1-room apartment on the second floor of a five-story building with a large room and a closed balcony. The house is located in the central street, where all infrastructure is close to shops, market, etc. Gas heating in winter, it is fashionable to walk to Lake Sevan in summer. With children, without pets. For details, call the indicated number.Ვაქირავებ 1 ოთახიან ბინას ხუთსართულიანი კორპუსის მეორე სართულზე დიდი ოთახით და დახურული აივნით სახლი მდებარეობს ცენტრალურ ქუჩაზე სადაც ყველა ინფრასტრუქტურა ახლოს არის მაღაზიებთან, ბაზართან და ა. Შ. Გაზის გათბობა ზამთარში მოდურია ზაფხულში სევანის ტბაზე სიარული. Ბავშვებთან ერთად შინაური ცხოველების გარეშე. Დეტალებისთვის დარეკეთ მითითებულ ნომერზე.",Dec-15-2022_21-09,Available,,,,,,https://list.am/en/item/18467922
Stone,No,Not available,5,91 sq.m.,4,1,from 2.8 m,5,Closed balcony,Euro Renovation,7,Yes,Yes,Not included,1 month,"Ստեփան Շահումյանի փողոց 18, Սևան","160,000 ֏ monthly",AMD,"Բնակարանը գտնվում է 5/5 հարկում։ Արևկողմ է, ունի կոմունալ բոլոր հարմարությունները։ Բնակարանը նոր վերանորոգված է։ Հանձնվում է կահույքի հետ միասին։ Առկա է սառնարան, լվացքի մեքենա, հեռուստացույց, գազօջախ, անհատական ջեռուցման համակարգ։The apartment is located on the 5/5th floor. The apartment is sunny, with all communications. Newly renovated apartment. Supplied with furniture. There is a refrigerator, washing machine, TV, gas stove, individual heating system․",Dec-15-2022_21-09,Available,,Outdoor parking,"Television, internet","Fridge, stove, washing machine, water Heater","Yard view, street view, city view, park view",https://list.am/en/item/18662046
Stone,No,Not available,4,35 sq.m.,1,1,from 2.75 m,4,Not available,Euro Renovation,3,Yes,No,Not included,1 month,"Նալբանդյան փողոց, Սևան","120,000 ֏ monthly",AMD,"1 комнатная квартира в каменном доме, евроремонт (см. Фото), отопление (котел), мебель, посуда, бытовая техника.Квартира сдается с 4 января 2023 года.",Dec-15-2022_21-09,Available,,,"Television, internet","Fridge, stove, microwave, washing machine, iron",Street view,https://list.am/en/item/18653333
