Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For General Purpose,"59,200 sq.m.",Tavush › Deghdzavan,"$13,000",USD,"It is arable land in Dzrov. It is located right next to the canal. 2 km away from Bagratashen customs checkpoint. 330 meters above sea level. It is very suitable for planting olive, pistachio, coriander and other types of orchards. About 250 trees per hectare.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17141260
For Residential Development,1700 sq.m.,"Getapnya street, Dilijan station","$19,000",USD,"Urgent land for sale Located in Haghartsin c, Suitable for a guest house, to build a private house, gas, water are nearby. At 100 meters. For details, call the price negotiableTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17661616
For General Purpose,1000 sq.m.,Tavush › Dilijan,"$60,000",USD,"There is also a stone house in the plot, the total area of which is 125 square meters.For details, call the indicated phone number urgentlyTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18156865
For Residential Development,800 sq.m.,Tavush › Dilijan,"$22,000",USD,For more information callTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18143961
For General Purpose,30 sq.m.,Tavush › Berd,"$4,000",USD,"Urgent Land in the center of Berd, in front of FinkaTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/14762950
For Public Buildings,"12,400 sq.m.",Tavush › Dilijan,"$273,000",USD,"Urgent sale of 12,400 square meters of public land, first line of Dilijan-Ijan highway ․ Suitable for any activity ․The cost per square meter is $ 22Code 2415Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17684163
For Public Buildings,"12,400 sq.m.",Tavush › Dilijan,"$270,000",USD,"Urgent sale of 12,400 square meters of public land, first line of Dilijan-Ijan highway ․ Suitable for any activity ․The cost per square meter is $ 22Code 2745Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17710748
Agricultural,4400 sq.m.,Tavush › Aknaghbyur,"$7,500",USD,"4400 square meters of agricultural land in Aknaghbyur village of Ijani ․ Wonderful nature, there is irrigation water, nearby, gas, drinking water ․ Comfortable recreation area համար for any activity ․ Price is negotiableCode 3699Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17806946
For Residential Development,735 sq.m.,Tavush › Dilijan,"22,000,000 ֏",AMD,"Վաճառվում է անտառին կից հողատարածք։ Կոմունիկացիաները տարածքին շատ շատ մոտ են, հոսանքը անմիջապես տարածքում է։Մանրամասն տեղեկատվության համար կարող եք զանգահարել։",Nov-25-2022_01-02,,https://list.am/en/item/15706801
For Residential Development,500 sq.m.,"Erevanyan street, Ijevan","$4,000",USD,The land is adjacent to a wineryBargain near the houseTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17396363
For Residential Development,1500 sq.m.,"13-րդ փողոց 18, Հաղարծին","$26,000",USD,"The plot of land is located 1 km from the intersection of Haghartsin church in Dilijan, 50 meters from the main road towards Ijevan. In Teghut community.All utilities are available. Real buyers will callTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17631754
For Residential Development,950 sq.m.,Tavush › Dilijan,"$35,000",USD,"Land 950 square meters with fruit trees, 400 square meters with the right of public construction, the remaining 550 square meters are leased.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16048153
Agricultural,1500 sq.m.,"Մխիթար Գոշի փողոց 48, Գոշ","$15,000",USD,Բնության գրկում վաճառվում է հողատարածք շատ հարմար է Բիզնես ծրագրերի համար տարածքը գտնվում է Գոշավանքում լճի հարակից տարածքում: ՆԱԵՎ ՊՈԽԱՆԱԿՈՒՄ ՄԵՔԵՆԱՅԻ ՀԵՏ,Nov-25-2022_01-02,,https://list.am/en/item/17937764
For Residential Development,750 sq.m.,Tavush › Teghut,"$50,000",USD,"A plot of land for sale on the right side of the road leading to Haghartsin Monastery, 750 sq/m. The price is negotiable.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18268972
Agricultural,1100 sq.m.,Tavush › Noyemberyan,"$4,900",USD,Noyemberyan 1100 sq. M.A plot of land with an area of 1100 square meters is for sale in Tavushi Marz c. Noyemberyan. Purpose of the land: Agricultural.The plot is located directly on the edge of the road (first line) There are communal facilities nearby. There are residential houses in the area adjacent to the plot.Land/land area/ Noyemberyan /Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18067519
For Residential Development,420 sq.m.,Tavush › Haghartsin,"$7,500",USD,"The land is located in the village of Haghartsin, in a residential area, gas, light, water, sewerage, a stone structure, exchange for a car, also over 2015, my phone number is Vivasela with an additional fee.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18113875
For Residential Development,4300 sq.m.,Tavush › Dilijan,"$32,000",USD,"Land near the forest. There is another plot of 3500 m2 on the river bank near the house for 150,000 $Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/15766252
For Public Buildings,"20,000 sq.m.","Orjonikidze Street, Dilijan station","$1,200,000",USD,Former pioneer camp. All communications are availableTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18047086
For Residential Development,1500 sq.m.,"Maksim Gorky Street, Dilijan station","$45,000",USD,Located in the forest.Urgent saleTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16861172
For Residential Development,600 sq.m.,Tavush › Dilijan,"$20,000",USD,Հողամասը գտնվում է Դիլիջանի հովքի փողոցում,Nov-25-2022_01-02,,https://list.am/en/item/17428793
Agricultural,1000 sq.m.,Tavush › Koghb,"$2,000",USD,Land for sale Tavush region v. StolenTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16658053
Agricultural,5000 sq.m.,"Tbilisian Highway, Yerevan","$220,000",USD,"Land for sale in Dilijan with its buildings. The land is of rural significance, the area is 5,000 square meters. It is located on the right side of the road from Dilijan to Ijan in the forest surrounded by beautiful nature. The area is provided with natural spring water and electricity, and on the other part of the land there are small rivers and stone buildings. It is a convenient place for a holiday home, production, livestock or other activities.Translated from Armenian",Nov-25-2022_01-02,"ELectricity, water supply, natural gas",https://list.am/en/item/17699908
For General Purpose,800 sq.m.,Tavush › Dilijan,"$8,500",USD,"It is located 2 km above the highway, in the lap of nature, exchange with a car is possible, call for detailsTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18198911
For Public Buildings,216 sq.m.,"Yerevanyan St, Ijevan","$8,500",USD,"Urgent sale of 216.5 square meters. M. A plot of land in Ijevan, next to the Interstate highway (road frontage 9 m), plot type: Public development, type of registered right: Property.Negotiable.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18275177
For Public Buildings,1800 sq.m.,"Yerevanyan St, Ijevan","$18,000",USD,"1800 square meters for sale. M. A plot of land in Ijevan, in the village of Getahovit, next to the interstate highway (line 2), the plot of land is for public development, the type of registered right is property.Exchange for a car.Negotiable.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18285113
For Residential Development,2000 sq.m.,Tavush › Gosh,"10,000 ֏",AMD,"A plot of land near the house is for sale in the village of Nerkin Gosh, Dilijan community, on the road to the Goshavank monastery complex, on a busy tourist road, surrounded by mighty rocks and heavenly nature. The actual area is 2000 sq/m, actually about 2700 sq/m. It has permanent water, electricity. The application for energy has been submitted, the tax has been paid. It has a 61m frontage to the road. The plot of land is for sale, a building intended for the ""Family Restaurant"" format. Design and construction. Along with the permit. The ground works have been completed. The land is suitable for building a large restaurant or restaurant-hotel. The cost of one square meter is 10,000 RA Dr. I will negotiate the price with a real buyer.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18118070
For Residential Development,1100 sq.m.,Tavush › Dilijan,"$32,000",USD,"Կոդ` B-22553Վաճառվում է բնակելի կառուցապատման նշանակության հողատարածք Դիլիջանում։ Բոլոր կոմունիկացիաները մոտակայքում են։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A residential construction meaning plot for sale in Dilijan. All the communications are nearby.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-25-2022_01-02,,https://list.am/en/item/14455182
Agricultural,500 sq.m.,Tavush › Dilijan,"$13,000",USD,"Վաճառվում է կիսակառույց քարե շինություն, 500m2 հողատարածով Հաղարծին գյուղում (մոտակայքում առկա է դպրոց, մանկապարտեզ, մթերային խանութ։ Հարում է կենտրոնական փողոցին)",Nov-25-2022_01-02,,https://list.am/en/item/15749451
For Public Buildings,851 sq.m.,Tavush › Noyemberyan,$150,USD,It is located in the village of Ptghavan on the main road between Armenia and Georgia. Close to the Bagratashen customs point. The front part is 43 meters from the road.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18264509
For General Purpose,3000 sq.m.,Tavush › Ijevan,"$7,500",USD,"Land for sale in Getahovit village near Ijevan. There are concrete foundations of a residential house in the area, as well as a fence base. The water line is located near the area. It can also be used as a garden for growing fruit trees. It is sold urgently. For details, call the indicated phone number.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18030194
For Residential Development,801 sq.m.,"Myasnikyan street 1, Dilijan station","$20,000",USD,Land located in a good location with a beautiful viewTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18370257
For Residential Development,800 sq.m.,Tavush › Dilijan,"12,500,000 ֏",AMD,"The land is located near Shamakhyan street, it is close to the house, it has the opportunity to purchase all kinds of communications, there are fruit trees. Will be bargained for a real buyerTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16276846
For Public Buildings,20 sq.m.,"Անկախության փողոց 16, Իջևան","$8,500",USD,"In exchange, he will drive a carTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16610208
For Residential Development,215 sq.m.,Tavush › Dilijan,"$13,900",USD,"Water, gas, electricityIt is located near the Nagorno Armenia sanatorium, in a beautiful place.Dilijan, land in DilijanДилижан, земля в ДилижанеDilijan, land in DilijanTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18052177
For Public Buildings,1527 sq.m.,Tavush › Dilijan,"$105,000",USD,The total area of the land is 1527 square meters. Purpose of use in public construction. The land is provided for 50 years.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16022955
For Public Buildings,24 sq.m.,"Getapnya street, Dilijan station","$2,700",USD,A 24 square meter plot of land with public development rights is for sale on Getapnya street in Dilijan. It is possible to exchange for a car.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17005257
For Industrial Use,"16,000 sq.m.",Tavush › Bagratashen,"50,000,000 ֏",AMD,"16 000 м 2 земли энергетического назначения, а также жилищного строительства, находится недолеко от таможенного пункта, земля загрунтована, по территории проходят водопроводы питьевой и поливной воды; газ, есть электроподстанция, 2500 кв. М производственной площади, вся территория огорожена, пригодна для производства солнечной энергии; также для холодильного хозяйства; для тепличного хозяйства; он также подходит для строительства домовTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16788266
For Residential Development,2039 sq.m.,Tavush › Gosh,"$55,000",USD,"A residential construction land is for sale in Gosh village of Dilijan. It has a very beautiful view, a separate area. There is a road on three sides and a forest on the fourth side. More than 3000 square meters. 50 meters from the main road, high position, suitable for hotel business or private house. There is a free parking space in front. The gas pipe passes right next to it.Google coordinates 40.73733, 45.01579Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17093000
For Residential Development,1180 sq.m.,Tavush › Dilijan,"$40,000",USD,"Wonderful hard plot of land... Urgent, no broker, suitable for building cottages.It is also very suitable for building a private house, the price is negotiable... I will also exchange it for a one-room apartment in YerevanTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16933356
For Residential Development,2000 sq.m.,"Parz Lich street, Dilijan station","$30,000",USD,"Land with a house in Dilijan is located on the bank of the river, in the lap of beautiful nature.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18252137
For Residential Development,912 sq.m.,"Shamakhyan Street, Dilijan station","$65,000",USD,"In the city of Dilijan, a plot of land with a residential building permit is for sale in the newly built right block of the road going up from Kalini street to Shamakhyan district (not yet finished) It has a wonderful view and is sunny. It is located very close to the road, all communications are very close. The road to the plots has just been paved.I will also exchange no less than 1000 square meters of land in Avan, Arinj village, Bagrevand, Dzoraghbyur and Jrvezh villages of Kotayk marz.Call in case of questions.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18184498
Agricultural,2000 sq.m.,Tavush › Dilijan,"$30,000",USD,"A 2000 square meter plot of land is for sale on the first line in Haghartsin village of Dilijan municipality. The land is first line, located on the edge of the M4 interstate highway. Aghstev river flows along the other edge of the plot. That is, the land is located between the highway and the river. The location of the plot is very good, it has a very beautiful view. Located in the wonderful and beautiful nature of Dilijan, it is suitable for various functions. The land is also very suitable for building a recreation area. For sale at an affordable market price.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18073792
For Residential Development,600 sq.m.,"Զորավար Անդրանիկ փողոցի 2-րդ փակուղի 16, Դիլիջան","$42,000",USD,"Վաճառվում է 600քմ տնամերձ հողատարածք Ք․ Դիլիջան, Անդրանիկի փողոցի կենտրոնական հատվածում։ Տարածքը հարմար է ինչպես առանձնատուն, այնպես էլ հյուրատուն կառուցելու համար։",Nov-25-2022_01-02,,https://list.am/en/item/18369168
For Residential Development,600 sq.m.,Tavush › Dilijan,"$13,000",USD,"URGENT URGENT URGENT 600 sq. M. IN VISHKA DISTRICT 13.000 $ / Lands for sale in Dilijan with wonderful views by the owner without intermediaries 3400 sq. M., 2000 sq. M., 1500 sq. M., 600 sq. M. In Vishka district, on the way to Nagorno-Karabakh sanatorium, in Kazach gorge, on a hillside, in the center, in other places, incomparably cheaper than the marketCode 888002Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/14318567
For Residential Development,505 sq.m.,Tavush › Dilijan,$50,USD,"Продается земельный участок (пригоден для строительства дома), 1 кв. М - 50$, по всем вопросам пишите на мэйл.",Nov-25-2022_01-02,,https://list.am/en/item/17906217
For Industrial Use,1000 sq.m.,Tavush › Ijevan,"1,500,000 ֏",AMD,The land is located in Lusadzor village.I will listen to exchange offers with an equivalent car.For more information call.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17638065
Agricultural,5000 sq.m.,"1-я улица 55, Тавуш","$18,600",USD,"Продается земельный участок с фермой в с. Айгеовит. Участок находится на плодовитой территории. Реальным покупателям есть скидка.Чтобы узнать подробности, пишите/звоните (WhatsApp/Telegram)",Nov-25-2022_01-02,,https://list.am/en/item/18279933
For Residential Development,300 sq.m.,Tavush › Dilijan,"$35,000",USD,With the right of construction on 14-9 with 300 square meters of landTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16157147
For Residential Development,760 sq.m.,"Kalinini street, Dilijan station","$76,000",USD,"Красивый участок возле реки1000м кв, рядом транспорт, по соседству гостевой дом, плодовые деревья, могу продать часть земли, можно построить гостиницу место очень удобное.",Nov-25-2022_01-02,"ELectricity, water supply, natural gas, sewerage",https://list.am/en/item/18110625
For Residential Development,910 sq.m.,Tavush › Kirants,"500,000 ֏",AMD,An area near the house is for sale. There is drinking and irrigation water in Kirants village.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17590921
Agricultural,1000 sq.m.,Tavush › Getahovit,"$8,000",USD,Under water on Yenokavan road Exchange with cows or hedgehogs negotiableTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/13370841
Agricultural,2000 sq.m.,Tavush › Getahovit,"1,200,000 ֏",AMD,Farming on the road to chastityTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18309195
Agricultural,7200 sq.m.,Tavush › Aknaghbyur,"8,000 ֏",AMD,Agricultural landTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16797245
For Residential Development,5100 sq.m.,Tavush › Dilijan,"$138,000",USD,"For sale in Dilijan, Shamakhyan district, 5100 sq. M. Area of land, of which 3421 square meters are privatized. Status of the land near the house, for construction.There is a two-storey old house with an area of 343 square meters in the land.There is permanent water and electricity. The gas pipe is nearby, as it is a residential district.Like him, there are many apple, pear and plum fruit trees in the land.You can find the location in Google or Yandex maps by searching for the following coordinates40.755517, 44.835565:Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17326124
Agricultural,"35,000 sq.m.","Parz Lich street, Dilijan station","€385,000",EUR,"The plot is located in the middle of the Dilijan - Ijevan Highway, 15 km from Getap Restaurant in Dilijan to Ijevan. It has a border of 300 meters along the street. Suitable for any business activity, including setting up a shanty town. The price of 1 square meter is 11 euros. Negotiable.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17671850
For Public Buildings,950 sq.m.,Tavush › Noyemberyan,"$18,000",USD,"Adjacent to the military unit of Koghb village, connected to the interstate road, with the permission of public construction.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/15968880
For Residential Development,762 sq.m.,Tavush › Dilijan,"$40,000",USD,"Land in Dilijan in a very good location near the house. Gas, water, electricity, with all utility permits.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/14484112
For Residential Development,650 sq.m.,Tavush › Dilijan,"$40,000",USD,Продается 650 кв. М. Մ. Земельный участок в городе Дилижан. Подходит для строительства частного дома. Шамахян,Nov-25-2022_01-02,,https://list.am/en/item/18123226
For Public Buildings,800 sq.m.,Tavush › Dilijan,"$30,000",USD,The land is located near the Aghst River near the interstate road of Haghartsin village.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/15272840
For Residential Development,586 sq.m.,"Շահումյան փողոց, Դիլիջան","$35,000",USD,"Land in Dilijan, land, next to Shahumyan Street, the land is inside the city, suitable for a private house and a hotel.Without an intermediaryTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18012314
For Residential Development,260 sq.m.,Tavush › Dilijan,"8,000,000 ֏",AMD,"Land for residential buildings There is water supply, electricity supply, gas supply and sewer առկա there is a river near the land plot ող the plot has the possibility of expansion and construction permit համար Call for detailsTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17977579
For Residential Development,250 sq.m.,"Getapnya street, Dilijan station","$69,000",USD,"A plot of land near the house is urgently for sale in Getapnya Street, Dilijan. The plot is completely fenced. The fence is built on very strong and quality foundations. Consumer of light and water, gas also passes in front.There is a school, a kindergarten, shops, a church in the vicinity. Exchange is possible for an additional fee.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/18056978
For General Purpose,"15,000 sq.m.",Tavush › Hovk,"$130,000",USD,"15000 sq. M area on the bank of the Hovkum river, exchange is possible, call for questionsTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17998058
For General Purpose,338 sq.m.,Tavush › Dilijan,"$22,000",USD,Land for sale on Tbilisi highway... Exchange is also possibleTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17385770
For Residential Development,600 sq.m.,Tavush › Dilijan,"$35,000",USD,"Վաճառվում է տնամերձ հողատարածք Դիլիջան քաղաքում:Ընդհանուր մակերեսը 550-600մ2: Ճակատային մասը 25մ:Բնական գազի, ջրի և հոսանքի հնարավորություն:Տարածքը հարթ է:Հարմար է առանձնատուն կամ ամառանոց կառուցելու համար:Գինը սակարկելի:Продается земельный участок в городе Дилижан.Площадью 550-600 м2 Участок ровный.Газовые, водные и электрические магистрали в непосредственной близости.Удобно для строительства дома или дачи.Цена договорная.",Nov-25-2022_01-02,,https://list.am/en/item/18089072
For Public Buildings,3000 sq.m.,Tavush › Dilijan,"$95,000",USD,"Land for sale in Dilijan, near the first line of the road.Code 8860Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17089318
For Residential Development,1450 sq.m.,"Sevkaretsi Sako street, Ijevan","$10,000",USD,Land 1450 square meters in a river valley village with a 2-room cottage.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/18367212
Agricultural,"19,000 sq.m.",Tavush › Noyemberyan,"$25,000",USD,"The garden has 500 oriental dates and 75 fig seedlings, the irrigation system is individual. The park was founded in 2021. To: Գ. Victory!Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17185353
For General Purpose,3090 sq.m.,Tavush › Dilijan,"$100,000",USD,"Հողատարածք ընդհանուր օգտագործման Դիլիջանում, 3090 ք. Մ.Земельный Участок находится вдоль автомобильной дороги Ереван - Иджеван - Тбилиси. Первая линия и асфальтированный подъезд к участку. Длина участка вдоль дороги 95 метров. На участке есть вода, электричество и газ по границе. Свидетельство о праве собственности на земельный участок с 2005 года. Участок находится по адресу Тбилисское шоссе 63. Идеально подходит под строительство гостиницы, ресторана, магазина, автозаправки и т. Д.Продажа от собственника, без посредников.",Nov-25-2022_01-02,,https://list.am/en/item/16070343
For General Purpose,1800 sq.m.,"1-ին փողոցի 1-ին նրբանցք 1, Ենոքավան","$28,000",USD,"Urgent land near the house for sale with a total area of 1800 sq. M. For details, call the mentioned phone number.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17610881
For Residential Development,2300 sq.m.,"26 Commissars Street, Dilijan station","$35,000",USD,Dilijan is near the Ijevan highway... Call for details. I have 7 plots of land in Dilijan of different sizes. Near the forest and in the city.Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17424690
For Residential Development,700 sq.m.,"Andranik Street, Dilijan station","$25,000",USD,"For details, call different places, I have a branch in Dilijan, near the forest, in the city, the prices are convenient, the prices are reasonable, and all are close to home.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/15945823
For General Purpose,1100 sq.m.,Tavush › Baghanis,"$1,800",USD,Adjacent to the M4 interstate road in the area of Baghanis villageThere is irrigation water and nearby power connection pointHigh quality soilTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/17200144
For Public Buildings,"15,600 sq.m.",Tavush › Dilijan,"$700,000",USD,"Adjacent to M4 highway, 207 meter frontage, total area 15600 sq/m, 1km from Getap restaurant to Dilijan, suitable for building a restaurant, hotel, recreation area. Call for details.Exchange with an apartment in Yerevan, with a car, with an additional fee from youTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16552540
For Public Buildings,"16,000 sq.m.",Tavush › Dilijan,"$600,000",USD,"On the bank of Aghst river, own three-phase power station, drinking water, tuff buildings, main building with an area of 300 sq. M., the total area of the land is 16000 sq. M. Hotel, to build a recreation area. Call for details.Exchange with an apartment in Yerevan, by car, at your surchargeTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16551545
For General Purpose,67 sq.m.,Tavush › Dilijan,"$15,500",USD,"The land is located on the first line, it is suitable for everything, it is privatized.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17787690
For Residential Development,672 sq.m.,Tavush › Dilijan,"$31,000",USD,"The land is located in the newly built district of beautiful Dilijan, it has a very good view. There is a valley and a green forest in front. It is very suitable for building a private house or guest house. 23 Saralanj 5th Street, Dilijan. Negotiable.Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17906180
Agricultural,"10,400 sq.m.",Tavush › Ijevan,"$150,000",USD,Land for sale 10400 m on the road to Yenokavan (near Artsakh restaurant)Translated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16436041
For Residential Development,1000 sq.m.,Tavush › Dilijan,"$50,000",USD,"1000 sq. M. Land near the house is for sale on Saralanj street, it has a road on both sides of the land, it has sewerage, water. Electricity And next to the gas, nearby was the cottage, the hotel was an international school.Price @ $ 50,000Translated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/12150948
For Public Buildings,84 sq.m.,"Yerevanyan St, Ijevan","$4,300",USD,"Located in front of MARANI supermarket, call or write for detailsTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/16723249
For Residential Development,600 sq.m.,"Andranik Street, Dilijan station","$11,000",USD,"Land for sale in Dilijan, in Andranik Vishki district, on Hovk street, 600 m, beautiful view, negotiable in high positionTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17688503
For Residential Development,8000 sq.m.,"Parz Lich street, Dilijan station","$250,000",USD,"Land A beautiful view on the way to Clear Lake, flatTranslated from Armenian",Nov-25-2022_01-02,,https://list.am/en/item/17893137
For Residential Development,400 sq.m.,Tavush › Dilijan,"$17,000",USD,The land is located in Dilijan with a beautiful viewTranslated from Armenian,Nov-25-2022_01-02,,https://list.am/en/item/16959610
